2671180087,PF10093,none,none,none,none
2695420968,PF10093,none,none,none,none
2687453772,PF10093,none,none,none,none
2675903140,PF10093,none,none,none,none
2818991444,PF10093,none,none,none,none
2818991433,PF10093,none,none,none,none
2663762754,PF10093,none,none,none,none
2509276045,PF10093,none,none,none,none
2788499841,PF10093,none,none,none,none
2703719254,PF10093,none,none,none,none
2681812864,PF10093,none,none,none,none
2708742390,PF10093,none,none,none,none
2619619006,PF10093,none,none,none,none
2599185211,PF10093,none,none,none,none
2681812813,PF10093,none,none,none,none
2523231055,PF10093,none,none,none,none
2556921664,PF10093,none,none,none,none
2861542065,PF10093,none,none,none,none
2784132090,PF10093,none,none,none,none
2571042363,PF10093,none,none,none,none
2506783063,PF10093,2507133088,"Thiae_0934 conserved hypothetical protein, PP_1857 family [Thioalkalimicrobium aerophilum AL3]",3.6e-137,454.3
2615840706,PF10093,none,none,none,none
2616645037,PF10093,none,none,none,none
2654587895,PF10093,none,none,none,none
2863357390,PF10093,none,none,none,none
2515154030,PF10093,none,none,none,none
2757320531,PF10093,2758189990,Ga0215812_102546 uncharacterized repeat protein (TIGR03837 family) [Rhodoferax sp. YR267],4.9e-127,422.3
2795385452,PF10093,none,none,none,none
2517093007,PF10093,none,none,none,none
2558860980,PF10093,none,none,none,none
2501915963,PF10093,none,none,none,none
2734482286,PF10093,none,none,none,none
2622736438,PF10093,none,none,none,none
2524614608,PF10093,none,none,none,none
649633031,PF10093,none,none,none,none
2738541225,PF10093,none,none,none,none
2615840601,PF10093,none,none,none,none
2617270914,PF10093,none,none,none,none
2821525456,PF10093,none,none,none,none
2757320436,PF10093,none,none,none,none
2695420962,PF10093,none,none,none,none
2795386143,PF10093,none,none,none,none
2687453675,PF10093,none,none,none,none
2523533580,PF10093,none,none,none,none
2675903030,PF10093,none,none,none,none
2596583560,PF10093,none,none,none,none
2565956515,PF10093,2566012587,"Q399DRAFT_2959 conserved hypothetical protein, PP_1857 family [Rheinheimera texasensis DSM 17496]",1.6e-134,446.5
2518645588,PF10093,2518934215,"F463DRAFT_01594 conserved hypothetical protein, PP_1857 family [Methylophilus methylotrophus ATCC 53528]",2.7e-123,409.1
2693429886,PF10093,none,none,none,none
646311949,PF10093,none,none,none,none
2740892597,PF10093,none,none,none,none
2816332113,PF10093,none,none,none,none
2519899638,PF10093,none,none,none,none
2595698249,PF10093,none,none,none,none
2651870114,PF10093,none,none,none,none
2574179735,PF10093,none,none,none,none
2634166372,PF10093,none,none,none,none
2634166305,PF10093,none,none,none,none
2693429868,PF10093,none,none,none,none
2619619645,PF10093,none,none,none,none
2516653079,PF10093,none,none,none,none
2829881168,PF10093,none,none,none,none
2509601046,PF10093,none,none,none,none
2509601031,PF10093,none,none,none,none
2501533205,PF10093,none,none,none,none
2675903697,PF10093,none,none,none,none
2681813518,PF10093,none,none,none,none
2756170257,PF10093,none,none,none,none
2657245330,PF10093,2658594887,"Ga0075203_0551 conserved hypothetical protein, PP_1857 family [Methylobacillus rhizosphaerae Ca-68]",8.2e-145,479.6
2593339296,PF10093,none,none,none,none
2593339278,PF10093,none,none,none,none
2518645612,PF10093,none,none,none,none
2582581239,PF10093,none,none,none,none
2802428814,PF10093,none,none,none,none
2619618830,PF10093,none,none,none,none
2806310406,PF10093,none,none,none,none
2698536714,PF10093,none,none,none,none
2524023163,PF10093,none,none,none,none
2540341246,PF10093,none,none,none,none
2811994882,PF10093,none,none,none,none
2528768230,PF10093,none,none,none,none
2844856562,PF10093,none,none,none,none
2634166198,PF10093,none,none,none,none
2593339272,PF10093,none,none,none,none
2861304655,PF10093,none,none,none,none
2523533610,PF10093,none,none,none,none
2842391507,PF10093,none,none,none,none
2596583687,PF10093,none,none,none,none
2524023169,PF10093,none,none,none,none
2627854285,PF10093,none,none,none,none
2622736636,PF10093,none,none,none,none
2828014108,PF10093,none,none,none,none
2708742537,PF10093,none,none,none,none
2634166531,PF10093,none,none,none,none
2585428067,PF10093,none,none,none,none
2571042907,PF10093,none,none,none,none
2791354871,PF10093,none,none,none,none
2770939643,PF10093,2772134692,Ga0244564_0226 uncharacterized repeat protein (TIGR03837 family) [Paraperlucidibaca baekdonensis DSM 26022],1.1e-112,373.8
2718217987,PF10093,none,none,none,none
2734482185,PF10093,none,none,none,none
2781126037,PF10093,none,none,none,none
2756170350,PF10093,none,none,none,none
2784746806,PF10093,none,none,none,none
2574180453,PF10093,2576858694,"BP50DRAFT_00271 conserved hypothetical protein, PP_1857 family [Kingella potus DSM 18304]",2.2e-109,363.0
2681813512,PF10093,none,none,none,none
2524614856,PF10093,none,none,none,none
2588253518,PF10093,none,none,none,none
2681813565,PF10093,none,none,none,none
2622736507,PF10093,none,none,none,none
2513237116,PF10093,none,none,none,none
2517093042,PF10093,none,none,none,none
2824427252,PF10093,none,none,none,none
2795385460,PF10093,2795747610,Ga0310511_10677 uncharacterized repeat protein (TIGR03837 family) [Simplicispira metamorpha DSM 1837],7.5e-128,424.4
646564581,PF10093,none,none,none,none
2823967136,PF10093,none,none,none,none
2770939572,PF10093,none,none,none,none
2609459740,PF10093,2609829535,"Ga0066765_12162 conserved hypothetical protein, PP_1857 family [Polaromonas sp. OV174]",1.5e-124,413.8
2770939505,PF10093,none,none,none,none
2728369498,PF10093,none,none,none,none
2861162634,PF10093,none,none,none,none
