gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2503524729	440	100	1	440	1	440	0.0e+00	867.1	KO:K02313	chromosomal replication initiator protein		Yes
2503524730	333	100	1	333	1	333	0.0e+00	655.6	KO:K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	EC:1.1.1.94	Yes
2503524731	311	100	1	311	1	311	0.0e+00	631.7	KO:K03439	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	EC:2.1.1.33	Yes
2503524733	511	100	1	511	1	511	0.0e+00	984.9	KO:K17759	NAD(P)H-hydrate epimerase [EC:5.1.99.6]	EC:5.1.99.6	Yes
2503524734	160	100	1	160	1	160	0.0e+00	322.8	KO:K08309	soluble lytic murein transglycosylase [EC:3.2.1.-]	EC:3.2.1.-	Yes
2503524735	247	100	1	247	1	247	0.0e+00	492.7	KO:K02654	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	EC:2.1.1.-	Yes
2503524735	247	100	1	247	1	247	0.0e+00	492.7	KO:K02654	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	EC:3.4.23.43	Yes
2503524738	779	100	1	779	1	779	0.0e+00	1512.3	KO:K03655	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	EC:3.6.4.12	Yes
2503524740	170	100	1	170	1	170	0.0e+00	342.4	KO:K00760	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	EC:2.4.2.8	Yes
2503524742	591	100	1	591	1	591	0.0e+00	1148.3	KO:K04043	molecular chaperone DnaK		Yes
2503524743	147	100	1	147	1	147	0.0e+00	292.7	KO:K13993	HSP20 family protein		Yes
2503524744	742	100	1	742	1	742	0.0e+00	1426.4	KO:K03696	ATP-dependent Clp protease ATP-binding subunit ClpC		Yes
2503524745	283	100	1	283	1	283	0.0e+00	569.3	KO:K01916	NAD+ synthase [EC:6.3.1.5]	EC:6.3.1.5	Yes
2503524746	628	100	1	628	1	628	0.0e+00	1205.7	KO:K06147	ATP-binding cassette, subfamily B, bacterial		Yes
2503524747	580	100	1	580	1	580	0.0e+00	1103.6	KO:K06147	ATP-binding cassette, subfamily B, bacterial		Yes
2503524752	592	100	1	592	1	592	0.0e+00	1204.1	KO:K02035	peptide/nickel transport system substrate-binding protein		Yes
2503524753	321	100	1	321	1	321	0.0e+00	641.7	KO:K02033	peptide/nickel transport system permease protein		Yes
2503524754	362	100	1	362	1	362	0.0e+00	719.9	KO:K02034	peptide/nickel transport system permease protein		Yes
2503524755	322	57	2	314	6	319	0.0e+00	359.4	KO:K02031	peptide/nickel transport system ATP-binding protein		Yes
2503524756	324	78	4	321	2	319	0.0e+00	527.7	KO:K02032	peptide/nickel transport system ATP-binding protein		Yes
2503524758	364	100	1	364	1	364	0.0e+00	740	KO:K09001	anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]	EC:2.7.1.170	Yes
2503524760	309	100	1	309	1	309	0.0e+00	607.1	KO:K01624	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	EC:4.1.2.13	Yes
2503524761	113	100	1	113	1	113	0.0e+00	231.1	KO:K09710	ribosome-associated protein		Yes
2503524762	602	100	1	602	1	602	0.0e+00	1195.6	KO:K00820	glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]	EC:2.6.1.16	Yes
