gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2792485410	453	66.89	14	453	1	440	0.0e+00	694	KO:K02313	chromosomal replication initiator protein		Yes
2792485411	336	63.44	1	330	1	331	0.0e+00	490	KO:K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	EC:1.1.1.94	Yes
2792485412	309	61.67	8	307	7	306	0.0e+00	445	KO:K03439	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	EC:2.1.1.33	Yes
2792485414	509	57.79	1	507	1	507	0.0e+00	694	KO:K17759	NAD(P)H-hydrate epimerase [EC:5.1.99.6]	EC:5.1.99.6	Yes
2792485415	160	48.63	16	159	7	152	6.7e-46	170	KO:K08309	soluble lytic murein transglycosylase [EC:3.2.1.-]	EC:3.2.1.-	Yes
2792485416	237	49.58	1	237	1	238	1.7e-85	290	KO:K02654	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	EC:2.1.1.-	Yes
2792485416	237	49.58	1	237	1	238	1.7e-85	290	KO:K02654	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	EC:3.4.23.43	Yes
2792485421	342	70.97	1	341	1	341	0.0e+00	588	KO:K06941	23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	EC:2.1.1.192	Yes
2792485422	160	55.41	1	157	13	169	3.2e-58	205	KO:K08884	serine/threonine protein kinase, bacterial [EC:2.7.11.1]	EC:2.7.11.1	Yes
2792485423	299	71.68	20	298	1	279	0.0e+00	488	KO:K06949	ribosome biogenesis GTPase [EC:3.6.1.-]	EC:3.6.1.-	Yes
2792485424	218	76.85	1	216	1	215	5.2e-120	386	KO:K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1]	EC:5.1.3.1	Yes
2792485425	194	67.54	1	191	1	191	4.8e-93	307	KO:K02428	XTP/dITP diphosphohydrolase [EC:3.6.1.66]	EC:3.6.1.66	Yes
2792485426	815	81.38	3	813	3	813	0.0e+00	1630	KO:K01869	leucyl-tRNA synthetase [EC:6.1.1.4]	EC:6.1.1.4	Yes
2792485427	543	62.93	15	540	1	525	0.0e+00	800	KO:K06015	N-acyl-D-amino-acid deacylase [EC:3.5.1.81]	EC:3.5.1.81	Yes
2792485428	344	84.8	1	342	1	342	0.0e+00	669	KO:K01620	threonine aldolase [EC:4.1.2.5]	EC:4.1.2.5	Yes
2792485430	896	55.25	3	895	4	892	0.0e+00	1110	KO:K05299	formate dehydrogenase alpha subunit [EC:1.2.1.43]	EC:1.2.1.43	Yes
2792485431	188	42.93	1	184	1	182	1.1e-47	177	KO:K03752	molybdopterin-guanine dinucleotide biosynthesis protein A [EC:2.7.7.77]	EC:2.7.7.77	Yes
2792485432	228	48.79	3	226	3	250	2.1e-74	258	KO:K02379	FdhD protein		Yes
2792485435	256	82.35	2	256	6	260	0.0e+00	495	KO:K00540			Yes
2792485436	363	61.81	1	359	1	364	0.0e+00	533	KO:K10536	agmatine deiminase [EC:3.5.3.12]	EC:3.5.3.12	Yes
2792485437	88	71.59	1	88	1	88	1.5e-48	170	KO:K06995	uncharacterized protein		Yes
2792485440	538	94.8	1	538	1	538	0.0e+00	1120	KO:K04077	chaperonin GroEL		Yes
2792485441	89	95.45	1	88	1	88	3.0e-56	191	KO:K04078	chaperonin GroES		Yes
2792485444	336	85.07	2	336	3	337	0.0e+00	649	KO:K03569	rod shape-determining protein MreB and related proteins		Yes
2792485448	280	41.22	27	264	32	276	1.6e-47	183	KO:K00795	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	EC:2.5.1.1	Yes
2792485448	280	41.22	27	264	32	276	1.6e-47	183	KO:K00795	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	EC:2.5.1.10	Yes
2792485448	280	58.3	22	268	19	265	1.7e-103	345	KO:K13789	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.1	Yes
