gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2628987424	440	100	1	440	1	440	0.0e+00	864	KO:K02313	chromosomal replication initiator protein		Yes
2628987425	309	100	1	309	4	312	0.0e+00	629.8	KO:K03439	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	EC:2.1.1.33	Yes
2628987426	286	100	1	286	1	286	0.0e+00	581.3	KO:K04070	putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]	EC:1.97.1.4	Yes
2628987428	498	99.8	1	498	1	498	0.0e+00	976.5	KO:K17759	NAD(P)H-hydrate epimerase [EC:5.1.99.6]	EC:5.1.99.6	Yes
2628987430	359	77.2	1	359	1	359	0.0e+00	572	KO:K00001	alcohol dehydrogenase [EC:1.1.1.1]	EC:1.1.1.1	Yes
2628987431	138	100	1	138	1	138	0.0e+00	280.8	KO:K07397	putative redox protein		Yes
2628987432	661	100	1	661	1	661	0.0e+00	1245.3	KO:K03406	methyl-accepting chemotaxis protein		Yes
2628987433	310	100	1	310	1	310	0.0e+00	597	KO:K03306	inorganic phosphate transporter, PiT family		Yes
2628987435	245	99.6	1	245	1	245	0.0e+00	483.8	KO:K03470	ribonuclease HII [EC:3.1.26.4]	EC:3.1.26.4	Yes
2628987436	195	100	1	195	19	213	0.0e+00	378.6	KO:K07220	hypothetical protein		Yes
2628987437	255	100	1	255	1	255	0.0e+00	508.8	KO:K02499	tetrapyrrole methylase family protein / MazG family protein		Yes
2628987439	343	100	1	343	1	343	0.0e+00	679.1	KO:K08963	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	EC:5.3.1.23	Yes
2628987440	239	100	1	239	18	256	0.0e+00	467.6	KO:K02421	flagellar biosynthetic protein FliR		Yes
2628987441	315	100	1	315	1	315	0.0e+00	605.5	KO:K02401	flagellar biosynthetic protein FlhB		Yes
2628987442	678	99.9	1	678	1	678	0.0e+00	1279.2	KO:K02400	flagellar biosynthesis protein FlhA		Yes
