gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2507208171	449	100	1	449	1	449	0.0e+00	880.6	KO:K02313	chromosomal replication initiator protein		Yes
2507208172	60	100	1	60	1	60	4.3e-29	128.3	KO:K05337	ferredoxin		Yes
2507208174	366	100	1	366	1	366	0.0e+00	720.7	KO:K07335	basic membrane protein A and related proteins		Yes
2507208175	529	100	1	529	1	529	0.0e+00	1036.9	KO:K02056	simple sugar transport system ATP-binding protein [EC:3.6.3.17]	EC:3.6.3.17	Yes
2507208176	349	100	1	349	1	349	0.0e+00	665.6	KO:K02057	simple sugar transport system permease protein		Yes
2507208177	319	100	1	319	1	319	0.0e+00	625.9	KO:K02057	simple sugar transport system permease protein		Yes
2507208179	91	100	1	91	1	91	7.1e-44	177.9	KO:K03530	DNA-binding protein HU-beta		Yes
2507208185	650	55.1	1	639	1	639	0.0e+00	729.9	KO:K01768	adenylate cyclase [EC:4.6.1.1]	EC:4.6.1.1	Yes
2507208196	89	100	1	89	1	89	1.2e-43	177.2	KO:K04078	chaperonin GroES		Yes
2507208197	538	100	1	538	1	538	0.0e+00	1022.3	KO:K04077	chaperonin GroEL		Yes
2507208198	175	100	1	175	1	175	0.0e+00	347.8	KO:K00287	dihydrofolate reductase [EC:1.5.1.3]	EC:1.5.1.3	Yes
2507208199	685	100	1	685	1	685	0.0e+00	1338.6	KO:K02355	elongation factor G		Yes
2507208202	218	100	1	218	1	218	0.0e+00	422.5	KO:K02389	flagellar basal-body rod modification protein FlgD		Yes
2507208203	770	100	1	770	1	770	0.0e+00	1504.6	KO:K02390	flagellar hook protein FlgE		Yes
2507208204	67	100	1	67	1	67	7.9e-32	137.5	KO:K02385	flagellar protein FlbD		Yes
2507208205	262	100	1	262	1	262	0.0e+00	495.7	KO:K02556	chemotaxis protein MotA		Yes
2507208206	290	100	1	290	1	290	0.0e+00	572.4	KO:K02557	chemotaxis protein MotB		Yes
2507208207	173	100	1	173	1	173	0.0e+00	326.2	KO:K02415	flagellar FliL protein		Yes
2507208208	333	100	1	333	1	333	0.0e+00	651	KO:K02416	flagellar motor switch protein FliM		Yes
2507208209	369	100	1	369	1	369	0.0e+00	709.5	KO:K02417	flagellar motor switch protein FliN/FliY		Yes
2507208210	438	100	1	438	1	438	0.0e+00	922.5	KO:K05350	beta-glucosidase [EC:3.2.1.21]	EC:3.2.1.21	Yes
2507208211	165	100	1	165	1	165	0.0e+00	317.8	KO:K00805	heptaprenyl diphosphate synthase [EC:2.5.1.30]	EC:2.5.1.30	Yes
2507208213	398	100	1	398	1	398	0.0e+00	794.3	KO:K01468	imidazolonepropionase [EC:3.5.2.7]	EC:3.5.2.7	Yes
2507208214	208	100	1	208	1	208	0.0e+00	414.5	KO:K02428	XTP/dITP diphosphohydrolase [EC:3.6.1.66]	EC:3.6.1.66	Yes
2507208215	937	100	1	937	1	937	0.0e+00	1860.9	KO:K03701	excinuclease ABC subunit A		Yes
2507208217	448	100	1	448	1	448	0.0e+00	861.7	KO:K06213	magnesium transporter		Yes
2507208218	818	100	1	818	1	818	0.0e+00	1697.9	KO:K01869	leucyl-tRNA synthetase [EC:6.1.1.4]	EC:6.1.1.4	Yes
2507208220	352	100	1	352	1	352	0.0e+00	670.2	KO:K10716	voltage-gated potassium channel		Yes
2507208221	357	100	1	357	1	357	0.0e+00	706.1	KO:K08963	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	EC:5.3.1.23	Yes
2507208222	426	100	1	426	1	426	0.0e+00	860.1	KO:K01875	seryl-tRNA synthetase [EC:6.1.1.11]	EC:6.1.1.11	Yes
2507208223	629	100	1	629	1	629	0.0e+00	1246.9	KO:K01662	1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	EC:2.2.1.7	Yes
2507208225	538	100	1	538	1	538	0.0e+00	1044.3	KO:K07030			Yes
2507208226	152	100	1	152	1	152	0.0e+00	295	KO:K03803	sigma-E factor negative regulatory protein RseC		Yes
2507208228	158	100	1	158	1	158	0.0e+00	318.2	KO:K13626	flagellar assembly factor FliW		Yes
2507208229	93	100	1	93	1	93	1.2e-43	177.2	KO:K03563	carbon storage regulator		Yes
2507208230	94	100	1	94	1	94	0.0e+00	188.3	KO:K02435	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	EC:6.3.5.6	Yes
2507208230	94	100	1	94	1	94	0.0e+00	188.3	KO:K02435	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	EC:6.3.5.7	Yes
2507208231	134	100	1	134	1	134	0.0e+00	270	KO:K07460	putative endonuclease		Yes
2507208232	147	100	1	147	1	147	0.0e+00	301.2	KO:K03664	SsrA-binding protein		Yes
2507208233	249	100	1	249	1	249	0.0e+00	491.1	KO:K01619	deoxyribose-phosphate aldolase [EC:4.1.2.4]	EC:4.1.2.4	Yes
2507208234	371	100	1	371	1	371	0.0e+00	743.4	KO:K00975	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	EC:2.7.7.27	Yes
2507208235	415	100	1	415	1	415	0.0e+00	845.5	KO:K00975	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	EC:2.7.7.27	Yes
2507208237	326	100	1	326	1	326	0.0e+00	652.9	KO:K01770	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]	EC:4.6.1.12	Yes
2507208238	184	100	1	184	1	184	0.0e+00	359	KO:K02838	ribosome recycling factor		Yes
2507208239	234	100	1	234	1	234	0.0e+00	488.4	KO:K00806	undecaprenyl diphosphate synthase [EC:2.5.1.31]	EC:2.5.1.31	Yes
2507208240	287	100	1	287	1	287	0.0e+00	575.9	KO:K00981	phosphatidate cytidylyltransferase [EC:2.7.7.41]	EC:2.7.7.41	Yes
2507208241	867	100	1	867	1	867	0.0e+00	1734.2	KO:K01872	alanyl-tRNA synthetase [EC:6.1.1.7]	EC:6.1.1.7	Yes
2507208242	337	100	1	337	1	337	0.0e+00	641.3	KO:K03569	rod shape-determining protein MreB and related proteins		Yes
2507208245	423	100	1	423	1	423	0.0e+00	834.7	KO:K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	EC:2.5.1.7	Yes
2507208247	290	100	1	290	1	290	0.0e+00	568.2	KO:K04083	molecular chaperone Hsp33		Yes
2507208251	429	100	1	429	1	429	0.0e+00	839	KO:K07636	two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]	EC:2.7.13.3	Yes
2507208252	434	100	1	434	1	434	0.0e+00	846.3	KO:K00756	pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]	EC:2.4.2.2	Yes
2507208254	160	100	1	160	1	160	0.0e+00	327	KO:K03469	ribonuclease HI [EC:3.1.26.4]	EC:3.1.26.4	Yes
2507208256	136	100	1	136	1	136	0.0e+00	270.8	KO:K01734	methylglyoxal synthase [EC:4.2.3.3]	EC:4.2.3.3	Yes
2507208257	324	100	1	324	1	324	0.0e+00	647.5	KO:K06941	23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	EC:2.1.1.192	Yes
2507208261	105	100	1	105	1	105	0.0e+00	211.8	KO:K02888	large subunit ribosomal protein L21		Yes
2507208262	103	100	1	103	1	103	0.0e+00	206.1	KO:K07584	hypothetical protein		Yes
2507208263	90	100	1	90	1	90	1.4e-45	184.5	KO:K02899	large subunit ribosomal protein L27		Yes
2507208265	148	100	1	148	1	148	0.0e+00	305.1	KO:K02871	large subunit ribosomal protein L13		Yes
2507208266	132	100	1	132	1	132	0.0e+00	268.5	KO:K02996	small subunit ribosomal protein S9		Yes
2507208267	572	100	1	572	1	572	0.0e+00	1127.1	KO:K02316	DNA primase [EC:2.7.7.-]	EC:2.7.7.-	Yes
2507208268	371	100	1	371	1	371	0.0e+00	724.2	KO:K03086	RNA polymerase primary sigma factor		Yes
2507208269	881	100	1	881	1	881	0.0e+00	1692.6	KO:K02004	putative ABC transport system permease protein		Yes
2507208274	353	100	1	353	1	353	0.0e+00	695.7	KO:K17716	UDP-glucose 4-epimerase [EC:5.1.3.2]	EC:5.1.3.2	Yes
2507208275	369	100	1	369	1	369	0.0e+00	755.4	KO:K19068	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]	EC:1.1.1.367	Yes
2507208276	375	100	1	375	1	375	0.0e+00	740.3	KO:K01791	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]	EC:5.1.3.14	Yes
2507208285	290	100	1	290	1	290	0.0e+00	580.5	KO:K00973	glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	EC:2.7.7.24	Yes
2507208287	191	73.8	3	185	1	183	0.0e+00	281.2	KO:K00633	galactoside O-acetyltransferase [EC:2.3.1.18]	EC:2.3.1.18	Yes
2507208288	358	100	1	358	1	358	0.0e+00	738.8	KO:K01710	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	EC:4.2.1.46	Yes
2507208297	372	31.2	6	368	3	361	3.5e-44	181	KO:K06921			Yes
2507208299	359	100	1	359	1	359	0.0e+00	713	KO:K01791	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]	EC:5.1.3.14	Yes
2507208302	350	100	1	350	1	350	0.0e+00	701.4	KO:K01791	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]	EC:5.1.3.14	Yes
2507208304	486	100	1	486	1	486	0.0e+00	964.5	KO:K00851	gluconokinase [EC:2.7.1.12]	EC:2.7.1.12	Yes
2507208305	251	36.3	12	219	13	223	4.7e-29	130.2	KO:K05799	GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex		Yes
2507208306	206	100	1	206	1	206	0.0e+00	407.5	KO:K01625	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	EC:4.1.2.14	Yes
2507208306	206	100	1	206	1	206	0.0e+00	407.5	KO:K01625	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	EC:4.1.3.42	Yes
2507208307	516	100	1	516	1	516	0.0e+00	1033.1	KO:K00851	gluconokinase [EC:2.7.1.12]	EC:2.7.1.12	Yes
2507208308	504	100	1	504	1	504	0.0e+00	965.3	KO:K07793	putative tricarboxylic transport membrane protein		Yes
2507208311	474	100	1	474	1	474	0.0e+00	927.2	KO:K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	EC:1.1.1.343	Yes
