gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2757441328	390	94.62	1	390	1	390	0.0e+00	852	KO:K01581	ornithine decarboxylase [EC:4.1.1.17]	EC:4.1.1.17	Yes
2757441330	315	89.52	1	315	1	315	0.0e+00	675	KO:K07170	GAF domain-containing protein		Yes
2757441332	415	96.14	1	415	1	415	0.0e+00	886	KO:K00050	hydroxypyruvate reductase [EC:1.1.1.81]	EC:1.1.1.81	Yes
2757441333	447	97.54	1	447	1	447	0.0e+00	957	KO:K03299	gluconate:H+ symporter, GntP family		Yes
2757441335	322	95.96	1	322	1	322	0.0e+00	712	KO:K06864	uncharacterized protein		Yes
2757441337	296	92.1	3	293	1	291	0.0e+00	612	KO:K01426	amidase [EC:3.5.1.4]	EC:3.5.1.4	Yes
2757441338	292	92.81	1	292	1	292	0.0e+00	603	KO:K07088	uncharacterized protein		Yes
2757441339	520	86.46	4	520	2	518	0.0e+00	1030	KO:K06889	uncharacterized protein		Yes
2757441340	412	93.2	1	412	1	412	0.0e+00	893	KO:K08303	putative protease [EC:3.4.-.-]	EC:3.4.-	Yes
2757441345	559	93.2	1	559	1	559	0.0e+00	1180	KO:K01848	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	EC:5.4.99.2	Yes
2757441346	133	96.99	1	133	1	133	1.0e-87	285	KO:K01849	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	EC:5.4.99.2	Yes
2757441347	310	93.55	1	310	1	310	0.0e+00	666	KO:K07588	LAO/AO transport system kinase [EC:2.7.-.-]	EC:2.7.-	Yes
2757441348	134	92.54	1	134	1	134	1.2e-88	288	KO:K05606	methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]	EC:5.1.99.1	Yes
2757441352	355	95.07	10	354	1	345	0.0e+00	721	KO:K10716	voltage-gated potassium channel		Yes
2757441354	125	96	1	125	1	125	9.3e-87	282	KO:K02990	small subunit ribosomal protein S6		Yes
2757441355	171	84.8	1	171	1	171	1.0e-101	329	KO:K03111	single-strand DNA-binding protein		Yes
2757441356	76	94.74	1	76	1	76	1.4e-50	175	KO:K02963	small subunit ribosomal protein S18		Yes
2757441357	149	89.93	1	149	1	149	9.0e-95	307	KO:K02939	large subunit ribosomal protein L9		Yes
2757441358	275	93.45	1	275	1	275	0.0e+00	600	KO:K00784	ribonuclease Z [EC:3.1.26.11]	EC:3.1.26.11	Yes
2757441363	340	89.12	1	340	1	340	0.0e+00	698	KO:K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]	EC:1.8.1.9	Yes
2757441364	91	96.7	1	91	1	91	3.5e-61	205	KO:K02956	small subunit ribosomal protein S15		Yes
2757441365	695	94.82	1	695	1	695	0.0e+00	1480	KO:K00962	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	EC:2.7.7.8	Yes
2757441368	223	66.21	1	219	1	219	9.3e-109	355	KO:K03709	DtxR family transcriptional regulator, Mn-dependent transcriptional regulator		Yes
2757441369	270	91.85	1	270	1	270	0.0e+00	581	KO:K03783	purine-nucleoside phosphorylase [EC:2.4.2.1]	EC:2.4.2.1	Yes
2757441370	335	92.84	1	335	1	335	0.0e+00	706	KO:K06881	bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]	EC:3.1.13.3	Yes
2757441370	335	92.84	1	335	1	335	0.0e+00	706	KO:K06881	bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]	EC:3.1.3.7	Yes
2757441371	140	39.57	1	139	1	139	1.4e-39	150	KO:K05569	multicomponent Na+:H+ antiporter subunit E		Yes
2757441372	94	91.49	1	94	1	94	2.2e-54	187	KO:K05571	multicomponent Na+:H+ antiporter subunit G		Yes
2757441373	257	89.92	1	257	1	258	0.0e+00	519	KO:K07242	putative multicomponent Na+:H+ antiporter subunit B		Yes
2757441374	229	92.58	1	229	1	229	0.0e+00	472	KO:K05566	multicomponent Na+:H+ antiporter subunit B		Yes
2757441375	119	30.91	9	114	2	111	1.6e-14	75.7	KO:K00340	NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]	EC:1.6.5.3	Yes
2757441375	119	91.89	9	119	1	111	1.8e-66	224	KO:K05567	multicomponent Na+:H+ antiporter subunit C		Yes
2757441376	476	87.39	1	476	1	476	0.0e+00	944	KO:K05568	multicomponent Na+:H+ antiporter subunit D		Yes
2757441379	433	95.15	1	433	1	433	0.0e+00	955	KO:K07137	uncharacterized protein		Yes
2757441382	325	93.23	1	325	1	325	0.0e+00	731	KO:K00170	pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	EC:1.2.7.1	Yes
2757441383	389	95.37	1	389	1	389	0.0e+00	855	KO:K00169	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	EC:1.2.7.1	Yes
