gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2841224621	447	100	1	447	1	447	0.0e+00	1000	KO:K02313	chromosomal replication initiator protein		
2841224622	320	100	1	320	8	327	0.0e+00	721	KO:K01990	ABC-2 type transport system ATP-binding protein		
2841224623	258	100	1	258	1	258	0.0e+00	578	KO:K01992	ABC-2 type transport system permease protein		
2841224624	254	100	1	254	1	254	0.0e+00	583	KO:K01992	ABC-2 type transport system permease protein		
2841224632	265	100	1	265	1	265	0.0e+00	579	KO:K01537	Ca2+-transporting ATPase [EC:3.6.3.8]	EC:3.6.3.8	
2841224633	593	100	1	593	6	598	0.0e+00	1300	KO:K01537	Ca2+-transporting ATPase [EC:3.6.3.8]	EC:3.6.3.8	
2841224640	291	100	1	291	1	291	0.0e+00	673	KO:K03427	type I restriction enzyme M protein [EC:2.1.1.72]	EC:2.1.1.72	
2841224644	88	38.37	1	85	1	86	1.5e-14	79.2	KO:K07497	putative transposase		
2841224645	262	100	1	262	6	267	0.0e+00	604	KO:K07497	putative transposase		
2841224649	421	100	1	421	13	433	0.0e+00	963	KO:K07137	uncharacterized protein		
2841224655	321	100	1	321	1	321	0.0e+00	713	KO:K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	EC:1.2.1.11	
2841224656	238	100	1	238	1	238	0.0e+00	551	KO:K01778	diaminopimelate epimerase [EC:5.1.1.7]	EC:5.1.1.7	
2841224657	293	100	1	293	1	293	0.0e+00	666	KO:K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	EC:4.3.3.7	
2841224658	216	100	1	216	1	216	0.0e+00	487	KO:K00215	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	EC:1.17.1.8	
2841224659	234	100	1	234	1	234	0.0e+00	514	KO:K00674	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase [EC:2.3.1.117]	EC:2.3.1.117	
2841224659	234	100	1	234	1	234	0.0e+00	514	KO:K05822	tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89]	EC:2.3.1.89	
2841224660	400	100	1	400	1	400	0.0e+00	873	KO:K00928	aspartate kinase [EC:2.7.2.4]	EC:2.7.2.4	
2841224662	375	100	1	375	1	375	0.0e+00	855	KO:K01586	diaminopimelate decarboxylase [EC:4.1.1.20]	EC:4.1.1.20	
2841224664	429	100	1	429	1	429	0.0e+00	958	KO:K07001	NTE family protein		
2841224665	294	100	1	294	1	294	0.0e+00	640	KO:K07088	uncharacterized protein		
2841224667	534	100	1	534	1	534	0.0e+00	1180	KO:K02056	simple sugar transport system ATP-binding protein [EC:3.6.3.17]	EC:3.6.3.17	
2841224668	347	100	1	347	1	347	0.0e+00	763	KO:K02057	simple sugar transport system permease protein		
2841224669	379	100	1	379	1	379	0.0e+00	830	KO:K02057	simple sugar transport system permease protein		
2841224671	512	100	1	512	1	512	0.0e+00	1130	KO:K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	EC:3.1.11.6	
2841224675	330	100	1	330	1	330	0.0e+00	748	KO:K02031	peptide/nickel transport system ATP-binding protein		
2841224676	337	100	1	337	1	337	0.0e+00	774	KO:K02032	peptide/nickel transport system ATP-binding protein		
2841224681	255	100	1	255	1	255	0.0e+00	599	KO:K07098	uncharacterized protein		
2841224682	169	37.13	8	168	2	165	2.7e-23	111	KO:K02456	general secretion pathway protein G		
2841224683	213	100	1	213	1	213	0.0e+00	467	KO:K07220	uncharacterized protein		
2841224687	647	100	1	647	1	647	0.0e+00	1430	KO:K06147	ATP-binding cassette, subfamily B, bacterial		
2841224687	647	100	1	647	1	647	0.0e+00	1430	KO:K06148	ATP-binding cassette, subfamily C, bacterial		
2841224688	576	100	1	576	1	576	0.0e+00	1290	KO:K06147	ATP-binding cassette, subfamily B, bacterial		
2841224689	438	100	1	438	1	438	0.0e+00	989	KO:K07001	NTE family protein		
2841224691	369	100	1	369	1	369	0.0e+00	842	KO:K00966	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	EC:2.7.7.13	
2841224693	157	100	1	157	1	157	6.5e-111	360	KO:K07005	uncharacterized protein		
2841224696	715	100	1	715	1	715	0.0e+00	1570	KO:K15987	K(+)-stimulated pyrophosphate-energized sodium pump [EC:3.6.1.1]	EC:3.6.1.1	
2841224697	652	100	1	652	1	652	0.0e+00	1470	KO:K03657	DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	EC:3.6.4.12	
2841224702	315	100	1	315	1	315	0.0e+00	717	KO:K00874	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	EC:2.7.1.45	
2841224710	326	100	1	326	1	326	0.0e+00	792	KO:K18785	beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase [EC:2.4.1.319 2.4.1.320]	EC:2.4.1.319	
2841224710	326	100	1	326	1	326	0.0e+00	792	KO:K18785	beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase [EC:2.4.1.319 2.4.1.320]	EC:2.4.1.320	
2841224711	331	100	1	331	1	331	0.0e+00	746	KO:K02529	LacI family transcriptional regulator		
2841224713	300	58.58	1	299	1	309	1.1e-120	403	KO:K02032	peptide/nickel transport system ATP-binding protein		
2841224715	282	100	1	282	1	282	0.0e+00	645	KO:K02034	peptide/nickel transport system permease protein		
2841224716	330	100	1	330	1	330	0.0e+00	758	KO:K02033	peptide/nickel transport system permease protein		
2841224717	558	100	1	558	1	558	0.0e+00	1350	KO:K02035	peptide/nickel transport system substrate-binding protein		
2841224720	553	100	1	553	1	553	0.0e+00	1270	KO:K05601	hydroxylamine reductase [EC:1.7.99.1]	EC:1.7.99.1	
2841224726	439	100	1	439	1	439	0.0e+00	1020	KO:K01805	xylose isomerase [EC:5.3.1.5]	EC:5.3.1.5	
2841224727	490	100	1	490	1	490	0.0e+00	1120	KO:K00854	xylulokinase [EC:2.7.1.17]	EC:2.7.1.17	
