gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2810858392	449	97.1	1	449	1	449	0.0e+00	990	KO:K02313	chromosomal replication initiator protein		Yes
2810858393	60	98.33	1	60	1	60	1.1e-39	142	KO:K05337	ferredoxin		Yes
2810858395	366	96.99	1	366	1	366	0.0e+00	808	KO:K07335	basic membrane protein A and related proteins		Yes
2810858396	529	98.11	1	529	1	529	0.0e+00	1170	KO:K02056	simple sugar transport system ATP-binding protein [EC:3.6.3.17]	EC:3.6.3.17	Yes
2810858397	349	100	1	348	1	348	0.0e+00	759	KO:K02057	simple sugar transport system permease protein		Yes
2810858398	319	100	1	319	1	319	0.0e+00	715	KO:K02057	simple sugar transport system permease protein		Yes
2810858400	91	98.9	1	91	1	91	1.9e-59	201	KO:K03530	DNA-binding protein HU-beta		Yes
2810858405	649	55.68	1	640	1	640	0.0e+00	841	KO:K01768	adenylate cyclase [EC:4.6.1.1]	EC:4.6.1.1	Yes
2810858415	89	98.88	1	89	1	89	2.2e-59	200	KO:K04078	chaperonin GroES		Yes
2810858416	538	99.26	1	538	1	538	0.0e+00	1160	KO:K04077	chaperonin GroEL		Yes
2810858417	175	89.14	1	175	1	175	4.1e-114	365	KO:K00287	dihydrofolate reductase [EC:1.5.1.3]	EC:1.5.1.3	Yes
2810858418	685	98.69	1	685	1	685	0.0e+00	1520	KO:K02355	elongation factor G		Yes
2810858421	218	96.33	1	218	1	218	0.0e+00	466	KO:K02389	flagellar basal-body rod modification protein FlgD		Yes
2810858422	770	98.31	1	770	1	770	0.0e+00	1700	KO:K02390	flagellar hook protein FlgE		Yes
2810858423	67	97.01	1	67	1	67	3.9e-43	152	KO:K02385	flagellar protein FlbD		Yes
2810858424	262	96.95	1	262	1	262	0.0e+00	555	KO:K02556	chemotaxis protein MotA		Yes
2810858425	290	94.48	1	290	1	290	0.0e+00	626	KO:K02557	chemotaxis protein MotB		Yes
2810858426	174	90.29	1	174	1	173	3.7e-103	333	KO:K02415	flagellar FliL protein		Yes
2810858427	331	97.58	1	331	1	331	0.0e+00	729	KO:K02416	flagellar motor switch protein FliM		Yes
2810858428	366	91.33	1	366	1	369	0.0e+00	740	KO:K02417	flagellar motor switch protein FliN/FliY		Yes
2810858429	438	99.09	1	438	1	438	0.0e+00	1040	KO:K05350	beta-glucosidase [EC:3.2.1.21]	EC:3.2.1.21	Yes
