gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2848342350	522	100	1	522	1	522	0.0e+00	1180	KO:K01844	beta-lysine 5,6-aminomutase alpha subunit [EC:5.4.3.3]	EC:5.4.3.3	
2848342353	133	100	1	133	1	133	9.2e-90	298	KO:K17865	3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]	EC:4.2.1.55	
2848342354	427	100	1	427	1	427	0.0e+00	1010	KO:K01843	lysine 2,3-aminomutase [EC:5.4.3.2]	EC:5.4.3.2	
2848342355	345	100	1	345	1	345	0.0e+00	777	KO:K18012	L-erythro-3,5-diaminohexanoate dehydrogenase [EC:1.4.1.11]	EC:1.4.1.11	
2848342356	271	100	1	271	1	271	0.0e+00	622	KO:K18013	3-keto-5-aminohexanoate cleavage enzyme		
2848342357	139	100	1	139	1	139	5.4e-97	319	KO:K18014	3-aminobutyryl-CoA ammonia-lyase [EC:4.3.1.14]	EC:4.3.1.14	
2848342358	216	100	1	216	1	216	0.0e+00	487	KO:K01035	acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]	EC:2.8.3.8	
2848342358	216	100	1	216	1	216	0.0e+00	487	KO:K01035	acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]	EC:2.8.3.9	
2848342359	218	100	1	218	1	218	0.0e+00	487	KO:K01034	acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]	EC:2.8.3.8	
2848342359	218	100	1	218	1	218	0.0e+00	487	KO:K01034	acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]	EC:2.8.3.9	
2848342360	269	100	1	269	1	269	0.0e+00	621	KO:K05810	laccase domain-containing protein		
2848342366	230	100	1	230	1	230	0.0e+00	514	KO:K09125	uncharacterized protein		
2848342372	457	100	1	457	1	457	0.0e+00	1010	KO:K03893	arsenical pump membrane protein		
2848342373	315	100	1	315	1	315	0.0e+00	703	KO:K07033	uncharacterized protein		
2848342374	244	100	1	244	1	244	0.0e+00	559	KO:K09013	Fe-S cluster assembly ATP-binding protein		
2848342375	246	100	1	246	1	246	0.0e+00	551	KO:K05979	2-phosphosulfolactate phosphatase [EC:3.1.3.71]	EC:3.1.3.71	
2848342377	373	100	1	373	1	373	0.0e+00	842	KO:K00027	malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	EC:1.1.1.38	
2848342379	228	100	1	228	1	228	0.0e+00	492	KO:K07150	uncharacterized protein		
2848342380	118	100	1	118	1	118	4.6e-85	283	KO:K05919	superoxide reductase [EC:1.15.1.2]	EC:1.15.1.2	
2848342384	141	100	1	141	1	141	5.8e-101	330	KO:K09825	Fur family transcriptional regulator, peroxide stress response regulator		
2848342385	223	100	1	223	7	229	0.0e+00	507	KO:K00640	serine O-acetyltransferase [EC:2.3.1.30]	EC:2.3.1.30	
2848342386	303	100	1	303	1	303	0.0e+00	673	KO:K01738	cysteine synthase A [EC:2.5.1.47]	EC:2.5.1.47	
2848342390	308	100	1	308	1	308	0.0e+00	694	KO:K02851	UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33]	EC:2.7.8.33	
2848342391	309	100	1	309	1	309	0.0e+00	698	KO:K01000	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	EC:2.7.8.13	
2848342392	422	100	1	422	1	422	0.0e+00	959	KO:K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	EC:6.3.2.10	
2848342393	499	100	1	499	1	499	0.0e+00	1130	KO:K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	EC:6.3.2.13	
2848342394	475	100	1	475	9	483	0.0e+00	1080	KO:K00696	sucrose-phosphate synthase [EC:2.4.1.14]	EC:2.4.1.14	
2848342395	321	100	1	321	1	321	0.0e+00	729	KO:K00847	fructokinase [EC:2.7.1.4]	EC:2.7.1.4	
2848342396	281	100	1	281	1	281	0.0e+00	638	KO:K02026	multiple sugar transport system permease protein		
2848342397	295	100	1	295	1	295	0.0e+00	659	KO:K02025	multiple sugar transport system permease protein		
2848342398	416	100	1	416	1	416	0.0e+00	953	KO:K02027	multiple sugar transport system substrate-binding protein		
2848342399	406	100	1	406	1	406	0.0e+00	928	KO:K13057	trehalose synthase [EC:2.4.1.245]	EC:2.4.1.245	
2848342401	201	100	1	201	1	201	0.0e+00	463	KO:K00876	uridine kinase [EC:2.7.1.48]	EC:2.7.1.48	
2848342402	430	100	1	430	1	430	0.0e+00	982	KO:K06168	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]	EC:2.8.4.3	
2848342404	197	100	1	197	1	197	0.0e+00	446	KO:K02528	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	EC:2.1.1.182	
2848342405	297	100	1	297	9	305	0.0e+00	677	KO:K07024	uncharacterized protein		
2848342407	286	100	1	286	1	286	0.0e+00	706	KO:K12267	peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]	EC:1.8.4.11	
2848342407	286	100	1	286	1	286	0.0e+00	706	KO:K12267	peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]	EC:1.8.4.12	
2848342408	248	100	1	248	1	248	0.0e+00	568	KO:K12410	NAD-dependent deacetylase [EC:3.5.1.-]	EC:3.5.1.-	
2848342409	447	100	1	447	1	447	0.0e+00	992	KO:K02412	flagellum-specific ATP synthase [EC:3.6.3.14]	EC:3.6.3.14	
2848342410	233	100	1	233	1	233	0.0e+00	516	KO:K02411	flagellar assembly protein FliH		
2848342411	406	100	1	406	1	406	0.0e+00	923	KO:K00925	acetate kinase [EC:2.7.2.1]	EC:2.7.2.1	
2848342412	311	100	1	311	1	311	0.0e+00	696	KO:K01624	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	EC:4.1.2.13	
2848342414	391	100	1	391	1	391	0.0e+00	873	KO:K03151	thiamine biosynthesis protein ThiI		
2848342416	154	100	1	154	1	154	3.2e-115	372	KO:K06910	uncharacterized protein		
2848342418	693	100	1	693	1	693	0.0e+00	1520	KO:K07003	uncharacterized protein		
2848342419	583	100	1	583	1	583	0.0e+00	1320	KO:K01950	NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	EC:6.3.5.1	
2848342420	341	100	1	341	1	341	0.0e+00	761	KO:K16264	cobalt-zinc-cadmium efflux system protein		
2848342421	114	100	1	114	1	114	2.5e-74	252	KO:K03892	ArsR family transcriptional regulator		
2848342422	250	100	1	250	1	250	0.0e+00	550	KO:K02419	flagellar biosynthetic protein FliP		
2848342423	62	100	1	62	1	62	7.2e-36	137	KO:K02418	flagellar protein FliO/FliZ		
2848342424	119	100	1	119	1	119	4.4e-77	260	KO:K03413	two-component system, chemotaxis family, response regulator CheY		
2848342425	147	100	1	147	1	147	1.9e-95	315	KO:K03408	purine-binding chemotaxis protein CheW		
2848342426	680	100	1	680	1	680	0.0e+00	1490	KO:K03407	two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	EC:2.7.13.3	
2848342428	276	100	1	276	1	276	0.0e+00	615	KO:K06442	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	EC:2.1.1.226	
2848342428	276	100	1	276	1	276	0.0e+00	615	KO:K06442	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	EC:2.1.1.227	
2848342430	246	100	1	246	1	246	0.0e+00	567	KO:K06173	tRNA pseudouridine38-40 synthase [EC:5.4.99.12]	EC:5.4.99.12	
2848342432	395	100	1	395	1	395	0.0e+00	898	KO:K01581	ornithine decarboxylase [EC:4.1.1.17]	EC:4.1.1.17	
2848342434	471	100	1	471	1	471	0.0e+00	1070	KO:K14415	tRNA-splicing ligase RtcB [EC:6.5.1.3]	EC:6.5.1.3	
2848342435	572	100	1	572	1	572	0.0e+00	1330	KO:K01881	prolyl-tRNA synthetase [EC:6.1.1.15]	EC:6.1.1.15	
2848342436	479	100	1	479	1	479	0.0e+00	1110	KO:K01883	cysteinyl-tRNA synthetase [EC:6.1.1.16]	EC:6.1.1.16	
2848342437	472	100	1	472	1	472	0.0e+00	1090	KO:K09698	nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24]	EC:6.1.1.24	
2848342440	484	100	1	484	1	484	0.0e+00	1120	KO:K00703	starch synthase [EC:2.4.1.21]	EC:2.4.1.21	
2848342441	341	100	1	341	1	341	0.0e+00	826	KO:K00965	UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]	EC:2.7.7.12	
2848342442	268	100	1	268	1	268	0.0e+00	608	KO:K03593	ATP-binding protein involved in chromosome partitioning		
2848342443	153	100	1	153	1	153	4.5e-104	340	KO:K09770	uncharacterized protein		
2848342444	248	100	1	248	1	248	0.0e+00	534	KO:K06153	undecaprenyl-diphosphatase [EC:3.6.1.27]	EC:3.6.1.27	
2848342447	810	100	1	810	1	810	0.0e+00	1800	KO:K07456	DNA mismatch repair protein MutS2		
2848342449	432	100	1	432	1	432	0.0e+00	994	KO:K05813	sn-glycerol 3-phosphate transport system substrate-binding protein		
2848342450	288	100	1	288	1	288	0.0e+00	650	KO:K05814	sn-glycerol 3-phosphate transport system permease protein		
2848342451	279	100	1	279	1	279	0.0e+00	629	KO:K05815	sn-glycerol 3-phosphate transport system permease protein		
2848342452	449	100	1	449	49	497	0.0e+00	1060	KO:K01201	glucosylceramidase [EC:3.2.1.45]	EC:3.2.1.45	
2848342460	284	100	1	284	1	284	0.0e+00	639	KO:K02025	multiple sugar transport system permease protein		
2848342461	290	100	1	290	1	290	0.0e+00	642	KO:K02026	multiple sugar transport system permease protein		
2848342465	306	100	1	306	1	306	0.0e+00	686	KO:K02026	multiple sugar transport system permease protein		
2848342466	717	98.46	4	717	1	714	0.0e+00	1630	KO:K05349	beta-glucosidase [EC:3.2.1.21]	EC:3.2.1.21	
2848342469	335	100	1	335	1	335	0.0e+00	770	KO:K02529	LacI family transcriptional regulator		
2848342473	476	100	1	476	1	476	0.0e+00	1080	KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.13	
2848342473	476	100	1	476	1	476	0.0e+00	1080	KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.14	
2848342474	290	100	1	290	1	290	0.0e+00	663	KO:K00528	ferredoxin--NADP+ reductase [EC:1.18.1.2]	EC:1.18.1.2	
2848342477	173	100	1	173	1	173	8.4e-115	373	KO:K07240	chromate transporter		
2848342478	190	100	1	190	1	190	0.0e+00	421	KO:K07240	chromate transporter		
2848342479	287	100	1	287	1	287	0.0e+00	632	KO:K08978	bacterial/archaeal transporter family protein		
2848342480	897	100	1	897	1	897	0.0e+00	2010	KO:K02335	DNA polymerase I [EC:2.7.7.7]	EC:2.7.7.7	
2848342483	464	100	1	464	1	464	0.0e+00	1030	KO:K04485	DNA repair protein RadA/Sms		
2848342484	828	100	1	828	1	828	0.0e+00	1830	KO:K03696	ATP-dependent Clp protease ATP-binding subunit ClpC		
2848342486	398	100	1	398	1	398	0.0e+00	908	KO:K01586	diaminopimelate decarboxylase [EC:4.1.1.20]	EC:4.1.1.20	
2848342487	224	100	1	224	1	224	0.0e+00	520	KO:K07008	gamma-glutamyl hercynylcysteine S-oxide hydrolase [EC:3.5.1.118]	EC:3.5.1.118	
2848342491	70	100	1	70	1	70	4.9e-48	172	KO:K02909	large subunit ribosomal protein L31		
2848342492	120	100	1	120	1	120	1.8e-80	270	KO:K07571	S1 RNA binding domain protein		
2848342497	369	100	1	369	1	369	0.0e+00	836	KO:K10112	multiple sugar transport system ATP-binding protein		
2848342498	225	100	1	225	1	225	0.0e+00	513	KO:K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	EC:2.1.1.193	
