gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2812942846	1332	43.32	1	1320	1	1280	0.0e+00	1080	KO:K03043	DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	EC:2.7.7.6	Yes
2812942850	1030	38.83	28	1030	26	1031	0.0e+00	790	KO:K03654	ATP-dependent DNA helicase RecQ [EC:3.6.4.12]	EC:3.6.4.12	Yes
2812942852	326	58.54	4	326	1	327	0.0e+00	465	KO:K15342	CRISP-associated protein Cas1		Yes
2812942853	169	60.36	1	169	1	169	2.3e-71	243	KO:K07464	CRISPR-associated exonuclease Cas4 [EC:3.1.12.1]	EC:3.1.12.1	Yes
2812942854	682	48.6	4	678	4	676	0.0e+00	695	KO:K07012	CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 3.6.4.-]	EC:3.1.-	Yes
2812942854	682	48.6	4	678	4	676	0.0e+00	695	KO:K07012	CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 3.6.4.-]	EC:3.6.4.-	Yes
2812942855	234	34.91	1	231	1	231	5.0e-42	164	KO:K19090	CRISPR-associated protein Cas5t		Yes
2812942856	295	56.8	1	292	1	293	5.7e-120	393	KO:K19075	CRISPR-associated protein Cst2		Yes
2812942859	87	59.77	1	87	1	87	4.2e-34	129	KO:K09951	CRISPR-associated protein Cas2		Yes
2812942860	259	58.85	1	259	1	260	6.6e-112	367	KO:K19091	CRISPR-associated endoribonuclease Cas6 [EC:3.1.-.-]	EC:3.1.-	Yes
2812942862	1497	39.58	7	1497	6	1495	0.0e+00	1270	KO:K06894	uncharacterized protein		Yes
2812942863	326	52.05	9	324	2	316	1.3e-121	401	KO:K09934	uncharacterized protein		Yes
2812942865	269	79.93	1	269	1	269	0.0e+00	491	KO:K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	EC:1.5.1.2	Yes
2812942866	264	69.32	1	264	1	264	0.0e+00	425	KO:K06897	7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase [EC:2.5.1.105]	EC:2.5.1.105	Yes
2812942867	466	83.69	1	466	1	466	0.0e+00	920	KO:K00104	glycolate oxidase [EC:1.1.3.15]	EC:1.1.3.15	Yes
2812942868	336	75	1	336	1	336	0.0e+00	581	KO:K03522	electron transfer flavoprotein alpha subunit		Yes
2812942869	267	74.91	1	267	1	265	0.0e+00	458	KO:K03521	electron transfer flavoprotein beta subunit		Yes
2812942870	301	80.41	5	300	1	296	0.0e+00	533	KO:K07106	N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]	EC:4.2.1.126	Yes
2812942872	275	91.27	1	275	1	275	0.0e+00	568	KO:K10119	raffinose/stachyose/melibiose transport system permease protein		Yes
2812942873	301	95	1	300	1	300	0.0e+00	657	KO:K10118	raffinose/stachyose/melibiose transport system permease protein		Yes
2812942874	414	89.81	3	414	1	412	0.0e+00	886	KO:K10117	raffinose/stachyose/melibiose transport system substrate-binding protein		Yes
2812942877	262	84.65	16	256	6	246	0.0e+00	466	KO:K03710	GntR family transcriptional regulator		Yes
2812942879	363	66.02	1	362	1	362	0.0e+00	549	KO:K01443	N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]	EC:3.5.1.25	Yes
2812942882	312	80.77	1	312	1	312	0.0e+00	585	KO:K01893	asparaginyl-tRNA synthetase [EC:6.1.1.22]	EC:6.1.1.22	Yes
2812942886	171	82.74	1	168	1	168	7.3e-107	344	KO:K02217	ferritin [EC:1.16.3.2]	EC:1.16.3.2	Yes
2812942887	128	73.23	1	127	1	127	4.3e-69	232	KO:K05919	superoxide reductase [EC:1.15.1.2]	EC:1.15.1.2	Yes
2812942889	223	83.33	1	222	1	222	3.1e-130	416	KO:K07150	uncharacterized protein		Yes
2812942890	269	46.43	7	258	2	253	9.8e-75	262	KO:K16787	energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]	EC:3.6.3.-	Yes
2812942891	225	44.76	14	219	1	208	1.8e-54	200	KO:K16786	energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]	EC:3.6.3.-	Yes
2812942893	112	70.54	1	112	1	112	2.6e-59	203	KO:K02503	histidine triad (HIT) family protein		Yes
2812942894	221	77.38	1	221	1	221	2.0e-124	399	KO:K01243	adenosylhomocysteine nucleosidase [EC:3.2.2.9]	EC:3.2.2.9	Yes
2812942897	218	81.19	1	218	1	218	0.0e+00	425	KO:K09125	uncharacterized protein		Yes
2812942898	128	90.62	1	128	1	128	9.5e-84	273	KO:K09457	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	EC:1.7.1.13	Yes
2812942899	440	70.39	1	438	1	439	0.0e+00	742	KO:K01805	xylose isomerase [EC:5.3.1.5]	EC:5.3.1.5	Yes
2812942900	489	51.55	3	485	4	485	0.0e+00	604	KO:K00854	xylulokinase [EC:2.7.1.17]	EC:2.7.1.17	Yes
2812942904	500	72.18	5	500	4	497	0.0e+00	796	KO:K10441	ribose transport system ATP-binding protein [EC:3.6.3.17]	EC:3.6.3.17	Yes
2812942905	326	72.09	1	326	1	324	0.0e+00	526	KO:K10440	ribose transport system permease protein		Yes
2812942906	319	80.19	2	319	3	320	0.0e+00	610	KO:K10439	ribose transport system substrate-binding protein		Yes
2812942910	357	79.55	1	357	1	357	0.0e+00	667	KO:K00566	tRNA-specific 2-thiouridylase [EC:2.8.1.-]	EC:2.8.1.-	Yes
2812942912	239	87.87	1	239	1	239	0.0e+00	480	KO:K02030	polar amino acid transport system substrate-binding protein		Yes
2812942913	204	91.67	1	204	22	225	0.0e+00	423	KO:K02029	polar amino acid transport system permease protein		Yes
2812942914	251	93.63	1	251	1	251	0.0e+00	536	KO:K02028	polar amino acid transport system ATP-binding protein [EC:3.6.3.21]	EC:3.6.3.21	Yes
2812942915	226	90.91	7	226	1	220	0.0e+00	460	KO:K02029	polar amino acid transport system permease protein		Yes
2812942916	494	81.58	1	494	2	495	0.0e+00	935	KO:K01745	histidine ammonia-lyase [EC:4.3.1.3]	EC:4.3.1.3	Yes
2812942918	229	60.55	8	225	3	220	1.9e-97	323	KO:K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	EC:6.3.5.2	Yes
2812942919	337	79.82	1	336	1	337	0.0e+00	607	KO:K10716	voltage-gated potassium channel		Yes
2812942920	394	68.19	1	393	1	393	0.0e+00	669	KO:K14155	cystathione beta-lyase [EC:4.4.1.8]	EC:4.4.1.8	Yes
2812942921	199	64.29	1	196	1	196	4.0e-92	305	KO:K01304	pyroglutamyl-peptidase [EC:3.4.19.3]	EC:3.4.19.3	Yes
2812942924	301	83.72	1	301	1	301	0.0e+00	587	KO:K03595	GTPase		Yes
2812942925	681	74.08	1	679	1	679	0.0e+00	1180	KO:K01879	glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	EC:6.1.1.14	Yes
2812942926	285	90.75	1	281	1	281	0.0e+00	620	KO:K01878	glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	EC:6.1.1.14	Yes
2812942927	555	80.36	1	555	1	552	0.0e+00	1020	KO:K07030	uncharacterized protein		Yes
2812942928	641	82.06	1	641	1	641	0.0e+00	1260	KO:K01662	1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	EC:2.2.1.7	Yes
2812942929	278	72.73	4	278	2	276	0.0e+00	482	KO:K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	EC:1.5.1.5	Yes
2812942929	278	72.73	4	278	2	276	0.0e+00	482	KO:K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	EC:3.5.4.9	Yes
2812942930	554	82.85	1	554	1	554	0.0e+00	1060	KO:K01938	formate--tetrahydrofolate ligase [EC:6.3.4.3]	EC:6.3.4.3	Yes
2812942931	147	73.47	1	147	1	147	7.6e-76	253	KO:K03625	N utilization substance protein B		Yes
2812942933	185	89.19	1	185	1	185	4.2e-125	397	KO:K02356	elongation factor P		Yes
2812942934	360	74.72	1	360	1	360	0.0e+00	631	KO:K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	EC:3.4.11.9	Yes
2812942935	767	78.85	1	765	71	836	0.0e+00	1390	KO:K03555	DNA mismatch repair protein MutS		Yes
2812942937	204	90.86	5	201	1	197	0.0e+00	422	KO:K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	EC:3.4.21.92	Yes
2812942938	82	92.19	19	82	1	64	2.2e-35	132	KO:K09777	uncharacterized protein		Yes
2812942939	436	78.9	1	436	1	436	0.0e+00	814	KO:K03979	GTPase [EC:3.6.5.-]	EC:3.6.5.-	Yes
2812942940	200	64.68	1	200	5	205	8.1e-94	310	KO:K00969	nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]	EC:2.7.7.18	Yes
2812942942	349	84.88	6	349	1	344	0.0e+00	702	KO:K00060	threonine 3-dehydrogenase [EC:1.1.1.103]	EC:1.1.1.103	Yes
2812942943	394	90.36	1	394	1	394	0.0e+00	823	KO:K00639	glycine C-acetyltransferase [EC:2.3.1.29]	EC:2.3.1.29	Yes
2812942944	315	73.97	1	315	2	316	0.0e+00	525	KO:K07301	cation:H+ antiporter		Yes
2812942946	478	76.31	1	477	1	477	0.0e+00	852	KO:K05568	multicomponent Na+:H+ antiporter subunit D		Yes
2812942947	120	80	1	120	1	120	2.6e-63	215	KO:K05567	multicomponent Na+:H+ antiporter subunit C		Yes
2812942948	228	71	1	228	1	231	5.2e-117	378	KO:K05566	multicomponent Na+:H+ antiporter subunit B		Yes
2812942949	231	71.86	1	231	1	231	3.2e-119	385	KO:K07242	putative multicomponent Na+:H+ antiporter subunit B		Yes
2812942950	90	68.89	1	90	1	90	3.3e-40	147	KO:K05571	multicomponent Na+:H+ antiporter subunit G		Yes
2812942951	84	41.98	1	81	1	81	1.3e-19	87.6	KO:K00339	NADH-quinone oxidoreductase subunit J [EC:1.6.5.3]	EC:1.6.5.3	Yes
2812942952	118	36.75	1	117	1	117	2.0e-24	104	KO:K05569	multicomponent Na+:H+ antiporter subunit E		Yes
2812942953	315	69.45	1	311	1	311	0.0e+00	534	KO:K04070	putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]	EC:1.97.1.4	Yes
2812942954	422	80.09	1	422	1	422	0.0e+00	790	KO:K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	EC:2.5.1.7	Yes
2812942961	502	65.07	1	499	1	497	0.0e+00	712	KO:K02343	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	EC:2.7.7.7	Yes
2812942962	122	79.51	1	122	1	122	4.3e-70	234	KO:K09747	uncharacterized protein		Yes
2812942963	330	89.7	1	330	1	330	0.0e+00	681	KO:K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	EC:1.2.1.12	Yes
2812942964	405	86.95	1	405	1	406	0.0e+00	790	KO:K00927	phosphoglycerate kinase [EC:2.7.2.3]	EC:2.7.2.3	Yes
2812942965	242	76.86	1	242	1	242	0.0e+00	439	KO:K01803	triosephosphate isomerase (TIM) [EC:5.3.1.1]	EC:5.3.1.1	Yes
2812942968	273	69.6	1	273	1	273	0.0e+00	448	KO:K01776	glutamate racemase [EC:5.1.1.3]	EC:5.1.1.3	Yes
2812942969	294	80.41	1	291	1	291	0.0e+00	542	KO:K06958	RNase adapter protein RapZ		Yes
2812942970	309	82.85	1	309	1	309	0.0e+00	585	KO:K09762	uncharacterized protein		Yes
2812942971	160	90.32	1	155	1	155	1.1e-100	325	KO:K07738	transcriptional repressor NrdR		Yes
2812942972	158	93.04	1	158	1	158	5.6e-102	329	KO:K03624	transcription elongation factor GreA		Yes
2812942973	506	89.33	1	506	1	506	0.0e+00	1060	KO:K04567	lysyl-tRNA synthetase, class II [EC:6.1.1.6]	EC:6.1.1.6	Yes
2812942974	153	73.51	1	151	1	151	1.7e-74	250	KO:K09117	uncharacterized protein		Yes
2812942978	172	61.31	3	170	2	169	3.5e-73	249	KO:K00287	dihydrofolate reductase [EC:1.5.1.3]	EC:1.5.1.3	Yes
2812942980	791	86.35	1	791	1	791	0.0e+00	1680	KO:K01869	leucyl-tRNA synthetase [EC:6.1.1.4]	EC:6.1.1.4	Yes
2812942981	283	85.87	1	283	1	283	0.0e+00	562	KO:K03783	purine-nucleoside phosphorylase [EC:2.4.2.1]	EC:2.4.2.1	Yes
2812942982	580	80.31	1	579	1	579	0.0e+00	1110	KO:K01881	prolyl-tRNA synthetase [EC:6.1.1.15]	EC:6.1.1.15	Yes
2812942983	305	81.97	1	305	1	305	0.0e+00	570	KO:K03110	fused signal recognition particle receptor		Yes
2812942984	154	52.14	1	140	1	140	1.8e-45	168	KO:K13643	Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor		Yes
2812942985	158	83.33	1	156	1	156	3.5e-93	303	KO:K00954	pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	EC:2.7.7.3	Yes
2812942986	202	93.07	1	202	1	202	0.0e+00	435	KO:K02357	elongation factor Ts		Yes
2812942987	233	81.97	1	233	1	233	0.0e+00	432	KO:K09903	uridylate kinase [EC:2.7.4.22]	EC:2.7.4.22	Yes
2812942988	427	89.23	1	427	1	427	0.0e+00	885	KO:K01689	enolase [EC:4.2.1.11]	EC:4.2.1.11	Yes
2812942989	231	67.57	1	222	1	221	3.4e-104	342	KO:K01752	L-serine dehydratase [EC:4.3.1.17]	EC:4.3.1.17	Yes
2812942990	289	75.69	1	288	1	288	0.0e+00	503	KO:K01752	L-serine dehydratase [EC:4.3.1.17]	EC:4.3.1.17	Yes
2812942991	195	59.47	2	191	1	190	8.0e-75	256	KO:K07025	putative hydrolase of the HAD superfamily		Yes
2812942992	229	63.84	1	224	1	224	1.4e-99	329	KO:K00991	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]	EC:2.7.7.60	Yes
2812942994	142	75.36	5	142	3	140	2.2e-75	251	KO:K07042	probable rRNA maturation factor		Yes
2812942995	479	81.21	1	479	1	479	0.0e+00	911	KO:K07037	uncharacterized protein		Yes
2812942996	328	88.65	1	326	1	326	0.0e+00	672	KO:K06217	phosphate starvation-inducible protein PhoH and related proteins		Yes
2812942999	411	91	1	411	1	411	0.0e+00	896	KO:K17315	glucose/mannose transport system substrate-binding protein		Yes
2812943000	314	86.97	6	312	1	307	0.0e+00	638	KO:K17316	glucose/mannose transport system permease protein		Yes
2812943001	272	90.44	1	272	1	272	0.0e+00	567	KO:K17317	glucose/mannose transport system permease protein		Yes
2812943005	290	67.01	1	290	2	292	0.0e+00	465	KO:K01426	amidase [EC:3.5.1.4]	EC:3.5.1.4	Yes
2812943006	501	91.02	1	501	1	501	0.0e+00	1090	KO:K02035	peptide/nickel transport system substrate-binding protein		Yes
2812943007	335	92.24	1	335	1	335	0.0e+00	715	KO:K02033	peptide/nickel transport system permease protein		Yes
2812943008	291	95.88	1	291	1	291	0.0e+00	637	KO:K02034	peptide/nickel transport system permease protein		Yes
2812943009	322	71.97	2	314	3	316	0.0e+00	531	KO:K02031	peptide/nickel transport system ATP-binding protein		Yes
2812943010	326	78.46	2	326	4	328	0.0e+00	608	KO:K02032	peptide/nickel transport system ATP-binding protein		Yes
2812943013	306	78.69	2	306	11	315	0.0e+00	570	KO:K07139	uncharacterized protein		Yes
2812943015	180	57.23	1	172	1	173	3.8e-69	238	KO:K00950	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	EC:2.7.6.3	Yes
2812943017	265	71.21	1	257	1	257	0.0e+00	441	KO:K03525	type III pantothenate kinase [EC:2.7.1.33]	EC:2.7.1.33	Yes
2812943020	656	82.03	6	656	2	652	0.0e+00	1260	KO:K03657	DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	EC:3.6.4.12	Yes
2812943021	723	92.12	1	723	1	723	0.0e+00	1490	KO:K15987	K(+)-stimulated pyrophosphate-energized sodium pump [EC:3.6.1.1]	EC:3.6.1.1	Yes
2812943022	569	82.25	1	569	1	569	0.0e+00	1120	KO:K08602	oligoendopeptidase F [EC:3.4.24.-]	EC:3.4.24.-	Yes
2812943023	215	41.86	42	213	46	217	1.7e-48	182	KO:K03469	ribonuclease HI [EC:3.1.26.4]	EC:3.1.26.4	Yes
2812943025	1172	90.98	1	1172	1	1175	0.0e+00	2500	KO:K03737	pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	EC:1.2.7.-	Yes
2812943025	1172	90.98	1	1172	1	1175	0.0e+00	2500	KO:K03737	pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	EC:1.2.7.1	Yes
2812943027	347	88.13	11	347	6	342	0.0e+00	696	KO:K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	EC:2.3.1.180	Yes
2812943028	248	87.5	1	248	1	248	0.0e+00	494	KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	Yes
2812943031	400	87	1	400	1	400	0.0e+00	814	KO:K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	EC:2.3.1.9	Yes
2812943032	392	50.13	1	388	1	384	6.2e-118	396	KO:K01999	branched-chain amino acid transport system substrate-binding protein		Yes
2812943033	255	81.82	3	255	4	256	0.0e+00	475	KO:K01995	branched-chain amino acid transport system ATP-binding protein		Yes
2812943034	235	83.4	1	235	1	235	0.0e+00	438	KO:K01996	branched-chain amino acid transport system ATP-binding protein		Yes
2812943035	295	91.19	1	295	1	295	0.0e+00	602	KO:K01997	branched-chain amino acid transport system permease protein		Yes
2812943036	587	81.74	1	586	1	586	0.0e+00	1110	KO:K01998	branched-chain amino acid transport system permease protein		Yes
2812943037	357	45.38	1	356	1	364	3.7e-92	319	KO:K06921	uncharacterized protein		Yes
2812943040	192	62.23	1	188	1	188	3.9e-89	295	KO:K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]	EC:2.4.2.10	Yes
2812943041	246	43.57	1	231	1	240	7.7e-55	202	KO:K01591	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]	EC:4.1.1.23	Yes
2812943042	307	43.38	3	303	4	303	7.8e-78	274	KO:K17828	dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]	EC:1.3.1.14	Yes
2812943043	233	37.21	31	232	32	235	2.3e-30	129	KO:K02823	dihydroorotate dehydrogenase electron transfer subunit		Yes
2812943044	422	48.68	1	417	1	417	0.0e+00	453	KO:K01465	dihydroorotase [EC:3.5.2.3]	EC:3.5.2.3	Yes
2812943045	309	59.21	6	309	5	308	1.3e-126	414	KO:K00609	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	EC:2.1.3.2	Yes
2812943046	180	46.24	9	180	7	179	3.9e-53	192	KO:K02825	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	EC:2.4.2.9	Yes
2812943049	947	89.68	1	939	1	940	0.0e+00	1950	KO:K03701	excinuclease ABC subunit A		Yes
2812943050	437	80.32	1	437	1	437	0.0e+00	816	KO:K03431	phosphoglucosamine mutase [EC:5.4.2.10]	EC:5.4.2.10	Yes
2812943052	269	73.21	5	269	2	266	0.0e+00	438	KO:K02528	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	EC:2.1.1.182	Yes
2812943059	87	97.7	1	87	1	87	4.9e-54	186	KO:K06416	stage V sporulation protein S		Yes
2812943062	104	91.35	1	104	1	104	4.3e-69	229	KO:K02888	large subunit ribosomal protein L21		Yes
2812943063	83	93.98	1	83	1	83	5.0e-54	185	KO:K02899	large subunit ribosomal protein L27		Yes
2812943064	174	91.95	1	174	1	174	2.7e-118	377	KO:K02871	large subunit ribosomal protein L13		Yes
2812943065	134	94.78	1	134	1	134	8.8e-91	294	KO:K02996	small subunit ribosomal protein S9		Yes
2812943066	575	71.65	1	575	1	575	0.0e+00	953	KO:K02316	DNA primase [EC:2.7.7.-]	EC:2.7.7.-	Yes
2812943067	398	92.5	1	398	1	400	0.0e+00	815	KO:K03086	RNA polymerase primary sigma factor		Yes
2812943070	319	76.49	1	319	1	319	0.0e+00	557	KO:K00882	1-phosphofructokinase [EC:2.7.1.56]	EC:2.7.1.56	Yes
2812943072	432	69.3	1	430	1	427	0.0e+00	693	KO:K18707	threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5]	EC:2.8.4.5	Yes
2812943073	279	76.92	5	277	1	273	0.0e+00	510	KO:K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]	EC:2.6.1.42	Yes
2812943075	632	93.67	1	632	1	632	0.0e+00	1350	KO:K02470	DNA gyrase subunit B [EC:5.99.1.3]	EC:5.99.1.3	Yes
2812943077	428	92.76	1	428	1	428	0.0e+00	900	KO:K03590	cell division protein FtsA		Yes
2812943078	350	94.29	1	350	1	350	0.0e+00	743	KO:K03531	cell division protein FtsZ		Yes
2812943079	563	87.74	1	563	1	563	0.0e+00	1140	KO:K02652	type IV pilus assembly protein PilB		Yes
2812943080	340	90	1	339	1	340	0.0e+00	722	KO:K00215	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	EC:1.17.1.8	Yes
2812943083	123	89.43	1	123	1	123	1.4e-78	258	KO:K17899	D-ornithine 4,5-aminomutase subunit alpha [EC:5.4.3.5]	EC:5.4.3.5	Yes
2812943084	730	92.98	3	729	2	728	0.0e+00	1580	KO:K17898	D-ornithine 4,5-aminomutase subunit beta [EC:5.4.3.5]	EC:5.4.3.5	Yes
2812943085	318	77.4	21	312	1	292	0.0e+00	539	KO:K06864	uncharacterized protein		Yes
2812943086	277	67.51	1	277	1	277	0.0e+00	440	KO:K07024	uncharacterized protein		Yes
2812943087	498	74.7	1	498	1	498	0.0e+00	904	KO:K03820	apolipoprotein N-acyltransferase [EC:2.3.1.-]	EC:2.3.1.-	Yes
2812943088	260	73.46	1	260	1	259	0.0e+00	453	KO:K01092	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	EC:3.1.3.25	Yes
2812943089	786	74.05	1	786	1	786	0.0e+00	1390	KO:K01890	phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	EC:6.1.1.20	Yes
2812943090	343	86.69	6	343	5	342	0.0e+00	709	KO:K01889	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	EC:6.1.1.20	Yes
2812943091	139	58.57	1	139	1	140	1.7e-60	209	KO:K09825	Fur family transcriptional regulator, peroxide stress response regulator		Yes
2812943094	186	93.55	1	186	1	186	4.2e-126	400	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		Yes
2812943097	211	73.13	5	205	4	204	2.4e-111	361	KO:K10773	endonuclease III [EC:4.2.99.18]	EC:4.2.99.18	Yes
2812943098	526	72.92	20	525	1	506	0.0e+00	834	KO:K02063	thiamine transport system permease protein		Yes
2812943099	322	79.81	1	322	1	322	0.0e+00	612	KO:K02064	thiamine transport system substrate-binding protein		Yes
2812943100	1017	73.98	15	1017	1	1003	0.0e+00	1690	KO:K03723	transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]	EC:3.6.4.-	Yes
2812943101	440	77.95	1	440	1	440	0.0e+00	786	KO:K03650	tRNA modification GTPase [EC:3.6.-.-]	EC:3.6.-	Yes
2812943103	180	86.67	1	180	1	180	1.6e-112	361	KO:K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]	EC:1.2.7.3	Yes
2812943104	251	93.23	1	251	1	251	0.0e+00	547	KO:K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	EC:1.2.7.11	Yes
2812943104	251	93.23	1	251	1	251	0.0e+00	547	KO:K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	EC:1.2.7.3	Yes
2812943105	355	91.83	1	355	1	355	0.0e+00	754	KO:K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	EC:1.2.7.11	Yes
2812943105	355	91.83	1	355	1	355	0.0e+00	754	KO:K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	EC:1.2.7.3	Yes
2812943106	76	93.42	1	76	1	76	3.9e-54	184	KO:K00176	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]	EC:1.2.7.3	Yes
2812943108	355	85.71	1	355	1	357	0.0e+00	687	KO:K00929	butyrate kinase [EC:2.7.2.7]	EC:2.7.2.7	Yes
2812943109	301	75.08	2	298	4	300	0.0e+00	489	KO:K00634	phosphate butyryltransferase [EC:2.3.1.19]	EC:2.3.1.19	Yes
2812943110	355	82.25	1	355	1	355	0.0e+00	674	KO:K00929	butyrate kinase [EC:2.7.2.7]	EC:2.7.2.7	Yes
2812943114	309	83.77	1	308	1	308	0.0e+00	585	KO:K00058	D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95]	EC:1.1.1.95	Yes
2812943115	59	91.53	1	59	1	59	2.8e-36	132	KO:K05337	ferredoxin		Yes
2812943116	445	83.6	1	445	1	445	0.0e+00	869	KO:K02313	chromosomal replication initiator protein		Yes
