gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2640395508	200	51.8	6	196	4	191	0.0e+00	188.3	KO:K06950	uncharacterized protein		Yes
2640395512	265	65.5	1	265	1	263	0.0e+00	339.3	KO:K02073	D-methionine transport system substrate-binding protein		Yes
2640395513	330	62.8	1	329	1	331	0.0e+00	415.2	KO:K02071	D-methionine transport system ATP-binding protein		Yes
2640395514	212	66.5	1	212	1	212	0.0e+00	283.1	KO:K02072	D-methionine transport system permease protein		Yes
2640395520	351	46.3	1	350	1	352	0.0e+00	308.1	KO:K03284	magnesium transporter		Yes
2640395521	830	49.1	1	830	1	839	0.0e+00	795.8	KO:K02336	DNA polymerase II [EC:2.7.7.7]	EC:2.7.7.7	Yes
2640395529	150	64.9	1	148	1	148	0.0e+00	198	KO:K03741	arsenate reductase [EC:1.20.4.1]	EC:1.20.4.1	Yes
2640395530	346	71.3	1	345	1	345	0.0e+00	502.3	KO:K03325	arsenite transporter, ACR3 family		Yes
2640395531	113	51.4	1	111	1	111	6.2e-29	128.6	KO:K03892	ArsR family transcriptional regulator		Yes
2640395532	91	43.7	5	91	3	89	3.1e-15	82.8	KO:K03892	ArsR family transcriptional regulator		Yes
2640395533	316	69.8	1	316	1	318	0.0e+00	447.6	KO:K07089			Yes
2640395539	404	33.2	20	403	42	427	0.0e+00	198.7	KO:K01999	branched-chain amino acid transport system substrate-binding protein		Yes
2640395540	235	48.7	3	234	1	232	0.0e+00	232.6	KO:K01996	branched-chain amino acid transport system ATP-binding protein		Yes
2640395541	251	49.2	1	244	1	230	0.0e+00	219.9	KO:K01995	branched-chain amino acid transport system ATP-binding protein		Yes
2640395542	321	40.8	15	294	18	301	0.0e+00	213.8	KO:K01998	branched-chain amino acid transport system permease protein		Yes
2640395543	285	38.5	5	281	8	282	0.0e+00	193.4	KO:K01997	branched-chain amino acid transport system permease protein		Yes
