gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2617758646	1319	38.9	254	1297	45	1156	0.0e+00	720.3	KO:K03654	ATP-dependent DNA helicase RecQ [EC:3.6.4.12]	EC:3.6.4.12	Yes
2617758647	349	33.1	3	330	2	351	0.0e+00	188.7	KO:K04096	DNA processing protein		Yes
2617758648	273	67.5	2	271	10	280	0.0e+00	369	KO:K07001	NTE family protein		Yes
2617758652	375	77.8	8	375	9	378	0.0e+00	589	KO:K09760	DNA recombination protein RmuC		Yes
2617758654	576	70.6	5	576	4	574	0.0e+00	837	KO:K03587	cell division protein FtsI (penicillin-binding protein 3)		Yes
2617758656	291	81.4	1	291	1	291	0.0e+00	483	KO:K03438	16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	EC:2.1.1.199	Yes
2617758660	574	82.1	1	574	1	574	0.0e+00	936	KO:K01486	adenine deaminase [EC:3.5.4.2]	EC:3.5.4.2	Yes
2617758661	379	91.3	1	379	1	379	0.0e+00	717.6	KO:K02032	peptide/nickel transport system ATP-binding protein		Yes
2617758662	338	95	1	338	1	338	0.0e+00	656.4	KO:K02031	peptide/nickel transport system ATP-binding protein		Yes
2617758663	304	95.1	1	304	1	304	0.0e+00	587.8	KO:K02034	peptide/nickel transport system permease protein		Yes
2617758664	345	95.4	1	345	1	345	0.0e+00	669.1	KO:K02033	peptide/nickel transport system permease protein		Yes
2617758665	550	73.1	1	550	1	550	0.0e+00	837.8	KO:K03703	excinuclease ABC subunit C		Yes
2617758667	122	82.5	1	120	1	120	0.0e+00	211.8	KO:K02437	glycine cleavage system H protein		Yes
2617758668	647	81.9	1	647	1	646	0.0e+00	1090.1	KO:K04759	ferrous iron transport protein B		Yes
2617758669	142	69.5	1	141	1	141	0.0e+00	202.6	KO:K04758	ferrous iron transport protein A		Yes
2617758672	162	64.5	1	160	18	182	0.0e+00	198.7	KO:K02237	competence protein ComEA		Yes
2617758673	262	66.8	1	262	1	262	0.0e+00	367.5	KO:K06990			Yes
