gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2583135836	89	54.5	3	86	4	91	8.9e-23	107.8	KO:K08982	putative membrane protein		Yes
2583135839	307	79.9	5	307	16	318	0.0e+00	510.8	KO:K02026	multiple sugar transport system permease protein		Yes
2583135844	295	88.8	1	295	3	297	0.0e+00	546.2	KO:K02025	multiple sugar transport system permease protein		Yes
2583135846	434	88	1	434	1	434	0.0e+00	810.1	KO:K02027	multiple sugar transport system substrate-binding protein		Yes
2583135848	694	62.6	11	689	48	725	0.0e+00	913.3	KO:K12308	beta-galactosidase [EC:3.2.1.23]	EC:3.2.1.23	Yes
2583135849	334	66.9	1	329	1	329	0.0e+00	456.1	KO:K02529	LacI family transcriptional regulator		Yes
2583135850	705	50.5	7	704	8	697	0.0e+00	704.9	KO:K12308	beta-galactosidase [EC:3.2.1.23]	EC:3.2.1.23	Yes
2583135852	224	70	1	223	1	223	0.0e+00	315.8	KO:K07220	hypothetical protein		Yes
2583135853	402	80.8	1	402	1	401	0.0e+00	646	KO:K03306	inorganic phosphate transporter, PiT family		Yes
2583135856	662	92	1	662	27	688	0.0e+00	1223	KO:K03702	excinuclease ABC subunit B		Yes
2583135857	455	87	1	455	1	455	0.0e+00	799.3	KO:K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]	EC:1.8.1.4	Yes
2583135861	278	71.9	5	274	4	270	0.0e+00	406	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
2583135862	134	53.7	1	131	1	134	3.3e-37	156.4	KO:K07979	GntR family transcriptional regulator		Yes
2583135863	882	72.9	2	882	9	881	0.0e+00	1262.7	KO:K02004	putative ABC transport system permease protein		Yes
2583135864	372	90.1	1	372	1	371	0.0e+00	666.4	KO:K03086	RNA polymerase primary sigma factor		Yes
2583135865	574	70.7	1	570	1	569	0.0e+00	835.9	KO:K02316	DNA primase [EC:2.7.7.-]	EC:2.7.7.-	Yes
2583135866	132	97.7	1	132	1	132	0.0e+00	265	KO:K02996	small subunit ribosomal protein S9		Yes
2583135867	147	88.4	1	147	1	147	0.0e+00	277.7	KO:K02871	large subunit ribosomal protein L13		Yes
