gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2756396319	469	87.63	1	469	1	468	0.0e+00	887	KO:K03406	methyl-accepting chemotaxis protein		Yes
2756396321	451	92.9	1	451	1	451	0.0e+00	952	KO:K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]	EC:1.8.1.4	Yes
2756396324	423	45.58	1	417	1	419	3.5e-130	434	KO:K08369	MFS transporter, putative metabolite:H+ symporter		Yes
2756396325	365	88.77	1	365	1	365	0.0e+00	757	KO:K06948	uncharacterized protein		Yes
2756396326	196	93.37	1	196	1	196	0.0e+00	430	KO:K15024	putative phosphotransacetylase [EC:2.3.1.8]	EC:2.3.1.8	Yes
2756396327	271	90.04	1	271	1	271	0.0e+00	581	KO:K14540	ribosome biogenesis GTPase A		Yes
2756396328	293	97.61	1	293	1	293	0.0e+00	649	KO:K06217	phosphate starvation-inducible protein PhoH and related proteins		Yes
2756396329	471	93.42	1	471	1	471	0.0e+00	1010	KO:K07037	uncharacterized protein		Yes
2756396330	143	88.81	1	143	1	143	6.2e-91	295	KO:K07042	probable rRNA maturation factor		Yes
2756396333	146	41.96	1	141	1	142	1.6e-32	130	KO:K03973	phage shock protein C		Yes
2756396334	139	94.96	1	139	16	154	9.0e-95	306	KO:K00334	NADH-quinone oxidoreductase subunit E [EC:1.6.5.3]	EC:1.6.5.3	Yes
2756396335	404	96.29	1	404	1	404	0.0e+00	898	KO:K00335	NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]	EC:1.6.5.3	Yes
2756396336	569	96.31	1	569	1	569	0.0e+00	1270	KO:K00336	NADH-quinone oxidoreductase subunit G [EC:1.6.5.3]	EC:1.6.5.3	Yes
2756396340	463	96.76	1	463	1	463	0.0e+00	1060	KO:K07406	alpha-galactosidase [EC:3.2.1.22]	EC:3.2.1.22	Yes
2756396345	455	93.85	1	455	1	455	0.0e+00	1020	KO:K01812	glucuronate isomerase [EC:5.3.1.12]	EC:5.3.1.12	Yes
