gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2792481219	442	75.9	1	442	1	444	0.0e+00	796	KO:K02313	chromosomal replication initiator protein		Yes
2792481223	224	91.96	1	224	1	224	0.0e+00	479	KO:K01035	acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]	EC:2.8.3.8	Yes
2792481223	224	91.96	1	224	1	224	0.0e+00	479	KO:K01035	acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]	EC:2.8.3.9	Yes
2792481224	219	94.06	1	219	1	219	0.0e+00	475	KO:K01034	acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]	EC:2.8.3.8	Yes
2792481224	219	94.06	1	219	1	219	0.0e+00	475	KO:K01034	acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]	EC:2.8.3.9	Yes
2792481225	401	92.75	1	400	1	400	0.0e+00	849	KO:K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	EC:2.3.1.9	Yes
2792481226	443	86.91	1	443	1	442	0.0e+00	909	KO:K02106	short-chain fatty acids transporter		Yes
2792481229	126	65.29	1	121	1	121	6.0e-52	184	KO:K07979	GntR family transcriptional regulator		Yes
2792481230	260	70.77	1	260	1	260	0.0e+00	448	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
2792481232	439	64.06	3	436	2	435	0.0e+00	677	KO:K06889	uncharacterized protein		Yes
2792481234	325	80.19	1	323	1	322	0.0e+00	611	KO:K07795	putative tricarboxylic transport membrane protein		Yes
2792481235	148	48.99	1	148	1	144	1.2e-45	168	KO:K07794	putative tricarboxylic transport membrane protein		Yes
2792481236	501	69.2	1	500	1	499	0.0e+00	809	KO:K07793	putative tricarboxylic transport membrane protein		Yes
2792481239	382	66.49	1	382	1	382	0.0e+00	623	KO:K01586	diaminopimelate decarboxylase [EC:4.1.1.20]	EC:4.1.1.20	Yes
2792481240	248	79.03	1	248	1	248	0.0e+00	446	KO:K05833	putative ABC transport system ATP-binding protein		Yes
2792481241	320	85	1	320	1	320	0.0e+00	616	KO:K05832	putative ABC transport system permease protein		Yes
2792481242	323	80.19	1	323	1	323	0.0e+00	597	KO:K01989	putative ABC transport system substrate-binding protein		Yes
2792481245	255	74.9	1	251	1	251	0.0e+00	475	KO:K01092	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	EC:3.1.3.25	Yes
2792481246	157	56.29	1	151	1	151	1.4e-63	220	KO:K06925	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE		Yes
2792481247	781	79.62	1	780	1	780	0.0e+00	1440	KO:K01338	ATP-dependent Lon protease [EC:3.4.21.53]	EC:3.4.21.53	Yes
2792481248	190	67.86	22	189	1	167	1.1e-80	271	KO:K03978	GTP-binding protein		Yes
2792481253	350	71.89	4	341	5	342	0.0e+00	603	KO:K01012	biotin synthase [EC:2.8.1.6]	EC:2.8.1.6	Yes
2792481255	471	77.49	1	471	1	471	0.0e+00	865	KO:K03150	2-iminoacetate synthase [EC:4.1.99.19]	EC:4.1.99.19	Yes
2792481257	333	50.92	6	328	6	330	5.5e-116	386	KO:K00573	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	EC:2.1.1.77	Yes
2792481258	1556	54.86	1	1547	1	1535	0.0e+00	2000	KO:K06894	uncharacterized protein		Yes
2792481259	319	55.8	1	319	1	319	0.0e+00	457	KO:K09934	uncharacterized protein		Yes
2792481260	876	79.22	1	876	1	875	0.0e+00	1590	KO:K01537	Ca2+-transporting ATPase [EC:3.6.3.8]	EC:3.6.3.8	Yes
2792481264	731	85.17	23	730	5	712	0.0e+00	1490	KO:K02438	glycogen operon protein [EC:3.2.1.-]	EC:3.2.1.-	Yes
2792481266	516	79.3	1	512	1	511	0.0e+00	946	KO:K02063	thiamine transport system permease protein		Yes
2792481267	328	86.28	1	328	1	328	0.0e+00	671	KO:K02064	thiamine transport system substrate-binding protein		Yes
2792481268	348	68.59	1	347	1	347	0.0e+00	592	KO:K03698	3'-5' exoribonuclease [EC:3.1.-.-]	EC:3.1.-	Yes
2792481270	718	72.91	3	717	4	719	0.0e+00	1260	KO:K03168	DNA topoisomerase I [EC:5.99.1.2]	EC:5.99.1.2	Yes
2792481272	698	62.61	1	696	136	849	0.0e+00	1070	KO:K01200	pullulanase [EC:3.2.1.41]	EC:3.2.1.41	Yes
