2510411473_2510065086_Mesotoga_prima	1bbe4d1dd8447a01dc95dc50eb08db12	1047	Hamap	MF_02003	Isoleucine--tRNA ligase [ileS].		5	1042	14.12676	T	16-01-2023	IPR023586	"Isoleucine-tRNA ligase, type 2"	GO:0004822	Reactome: R-HSA-2408522|Reactome: R-HSA-379716
2510411473_2510065086_Mesotoga_prima	1bbe4d1dd8447a01dc95dc50eb08db12	1047	PANTHER	PTHR42780	SOLEUCYL-TRNA SYNTHETASE		13	1021	0	T	16-01-2023	IPR023586	"Isoleucine-tRNA ligase, type 2"	GO:0004822	Reactome: R-HSA-2408522|Reactome: R-HSA-379716
2510411473_2510065086_Mesotoga_prima	1bbe4d1dd8447a01dc95dc50eb08db12	1047	CDD	cd07961	Anticodon_Ia_Ile_ABEc		640	820	6.05E-78	T	16-01-2023	IPR033709	"Isoleucyl tRNA synthetase type 2, anticodon-binding domain"	GO:0000049	Reactome: R-HSA-2408522|Reactome: R-HSA-379716
2510411473_2510065086_Mesotoga_prima	1bbe4d1dd8447a01dc95dc50eb08db12	1047	CDD	cd00818	IleRS_core		41	640	5.31E-129	T	16-01-2023	-	-		
2510411473_2510065086_Mesotoga_prima	1bbe4d1dd8447a01dc95dc50eb08db12	1047	FunFam	G3DSA:3.40.50.620:FF:000063	Isoleucine--tRNA ligase		3	284	3.70E-100	T	16-01-2023	-	-		
2510411473_2510065086_Mesotoga_prima	1bbe4d1dd8447a01dc95dc50eb08db12	1047	FunFam	G3DSA:3.40.50.620:FF:000075	Isoleucine--tRNA ligase		365	640	4.80E-126	T	16-01-2023	-	-		
2510411473_2510065086_Mesotoga_prima	1bbe4d1dd8447a01dc95dc50eb08db12	1047	Gene3D	G3DSA:3.40.50.620	HUPs		366	640	1.40E-109	T	16-01-2023	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	-	MetaCyc: PWY-3561|MetaCyc: PWY-4983|MetaCyc: PWY-4984|MetaCyc: PWY-5|MetaCyc: PWY-5154|MetaCyc: PWY-5188|MetaCyc: PWY-5278|MetaCyc: PWY-5303|MetaCyc: PWY-5340|MetaCyc: PWY-5381|MetaCyc: PWY-5523|MetaCyc: PWY-5653|MetaCyc: PWY-5679|MetaCyc: PWY-5737|MetaCyc: PWY-5757|MetaCyc: PWY-6147|MetaCyc: PWY-6167|MetaCyc: PWY-6168|MetaCyc: PWY-6322|MetaCyc: PWY-6383|MetaCyc: PWY-6482|MetaCyc: PWY-6502|MetaCyc: PWY-6599|MetaCyc: PWY-6609|MetaCyc: PWY-6610|MetaCyc: PWY-6620|MetaCyc: PWY-6626|MetaCyc: PWY-6675|MetaCyc: PWY-6682|MetaCyc: PWY-6683|MetaCyc: PWY-6703|MetaCyc: PWY-6720|MetaCyc: PWY-6749|MetaCyc: PWY-6797|MetaCyc: PWY-6839|MetaCyc: PWY-6892|MetaCyc: PWY-6932|MetaCyc: PWY-6955|MetaCyc: PWY-6998|MetaCyc: PWY-7127|MetaCyc: PWY-7205|MetaCyc: PWY-7206|MetaCyc: PWY-7221|MetaCyc: PWY-7250|MetaCyc: PWY-7400|MetaCyc: PWY-7419|MetaCyc: PWY-7510|MetaCyc: PWY-7511|MetaCyc: PWY-7529|MetaCyc: PWY-7539|MetaCyc: PWY-7546|MetaCyc: PWY-7706|MetaCyc: PWY-7719|MetaCyc: PWY-7735|MetaCyc: PWY-7737|MetaCyc: PWY-7751|MetaCyc: PWY-7761|MetaCyc: PWY-7769|MetaCyc: PWY-7782|MetaCyc: PWY-7815|MetaCyc: PWY-7816|MetaCyc: PWY-7818|MetaCyc: PWY-7819|MetaCyc: PWY-7821|MetaCyc: PWY-7851|MetaCyc: PWY-7863|MetaCyc: PWY-7886|MetaCyc: PWY-7887|MetaCyc: PWY-7888|MetaCyc: PWY-7889|MetaCyc: PWY-7891|MetaCyc: PWY-7892|MetaCyc: PWY-7904|MetaCyc: PWY-8067|MetaCyc: PWY-8117|MetaCyc: PWY-8164|MetaCyc: PWY-8179|MetaCyc: PWY-8248|MetaCyc: PWY-8277|MetaCyc: PWY-8289|MetaCyc: PWY-8342|MetaCyc: PWY-8352|Reactome: R-BTA-196807|Reactome: R-BTA-5358493|Reactome: R-BTA-70635|Reactome: R-BTA-8963693|Reactome: R-CEL-1483191|Reactome: R-CEL-196807|Reactome: R-CEL-196843|Reactome: R-CEL-611105|Reactome: R-CEL-73817|Reactome: R-CEL-9748787|Reactome: R-DDI-1483213|Reactome: R-DDI-196807|Reactome: R-DDI-611105|Reactome: R-DDI-73817|Reactome: R-DDI-8963693|Reactome: R-DDI-9748787|Reactome: R-DME-196807|Reactome: R-DME-432395|Reactome: R-DME-432553|Reactome: R-DME-538864|Reactome: R-DRE-196807|Reactome: R-DRE-196843|Reactome: R-HSA-1483191|Reactome: R-HSA-1483213|Reactome: R-HSA-174362|Reactome: R-HSA-196783|Reactome: R-HSA-196807|Reactome: R-HSA-196843|Reactome: R-HSA-2408522|Reactome: R-HSA-2408550|Reactome: R-HSA-3560796|Reactome: R-HSA-379716|Reactome: R-HSA-379726|Reactome: R-HSA-380994|Reactome: R-HSA-400253|Reactome: R-HSA-5358493|Reactome: R-HSA-611105|Reactome: R-HSA-6782315|Reactome: R-HSA-6787450|Reactome: R-HSA-6802952|Reactome: R-HSA-70635|Reactome: R-HSA-73817|Reactome: R-HSA-8876725|Reactome: R-HSA-8963693|Reactome: R-HSA-9633012|Reactome: R-HSA-9648895|Reactome: R-HSA-9725370|Reactome: R-HSA-9748787|Reactome: R-MMU-1483191|Reactome: R-MMU-1483213|Reactome: R-MMU-174362|Reactome: R-MMU-196783|Reactome: R-MMU-196807|Reactome: R-MMU-196843|Reactome: R-MMU-5358493|Reactome: R-MMU-611105|Reactome: R-MMU-70635|Reactome: R-MMU-73817|Reactome: R-MMU-8876725|Reactome: R-MMU-8963693|Reactome: R-MMU-9748787|Reactome: R-MTU-879299|Reactome: R-MTU-936635|Reactome: R-MTU-936721|Reactome: R-RNO-1483191|Reactome: R-RNO-1483213|Reactome: R-RNO-196807|Reactome: R-RNO-5358493|Reactome: R-RNO-611105|Reactome: R-RNO-73817|Reactome: R-RNO-8876725|Reactome: R-RNO-8963693|Reactome: R-RNO-9748787|Reactome: R-SCE-1483191|Reactome: R-SCE-1483213|Reactome: R-SCE-196783|Reactome: R-SCE-196807|Reactome: R-SCE-196843|Reactome: R-SCE-5358493|Reactome: R-SCE-611105|Reactome: R-SCE-73817|Reactome: R-SCE-8963693|Reactome: R-SCE-9748787|Reactome: R-SPO-1483191|Reactome: R-SPO-1483213|Reactome: R-SPO-196783|Reactome: R-SPO-196807|Reactome: R-SPO-196843|Reactome: R-SPO-5358493|Reactome: R-SPO-611105|Reactome: R-SPO-73817|Reactome: R-SPO-8963693|Reactome: R-SPO-9748787|Reactome: R-SSC-196783|Reactome: R-SSC-611105|Reactome: R-SSC-8876725|Reactome: R-XTR-70635
2510411473_2510065086_Mesotoga_prima	1bbe4d1dd8447a01dc95dc50eb08db12	1047	Gene3D	G3DSA:3.40.50.620	HUPs		5	216	2.40E-70	T	16-01-2023	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	-	MetaCyc: PWY-3561|MetaCyc: PWY-4983|MetaCyc: PWY-4984|MetaCyc: PWY-5|MetaCyc: PWY-5154|MetaCyc: PWY-5188|MetaCyc: PWY-5278|MetaCyc: PWY-5303|MetaCyc: PWY-5340|MetaCyc: PWY-5381|MetaCyc: PWY-5523|MetaCyc: PWY-5653|MetaCyc: PWY-5679|MetaCyc: PWY-5737|MetaCyc: PWY-5757|MetaCyc: PWY-6147|MetaCyc: PWY-6167|MetaCyc: PWY-6168|MetaCyc: PWY-6322|MetaCyc: PWY-6383|MetaCyc: PWY-6482|MetaCyc: PWY-6502|MetaCyc: PWY-6599|MetaCyc: PWY-6609|MetaCyc: PWY-6610|MetaCyc: PWY-6620|MetaCyc: PWY-6626|MetaCyc: PWY-6675|MetaCyc: PWY-6682|MetaCyc: PWY-6683|MetaCyc: PWY-6703|MetaCyc: PWY-6720|MetaCyc: PWY-6749|MetaCyc: PWY-6797|MetaCyc: PWY-6839|MetaCyc: PWY-6892|MetaCyc: PWY-6932|MetaCyc: PWY-6955|MetaCyc: PWY-6998|MetaCyc: PWY-7127|MetaCyc: PWY-7205|MetaCyc: PWY-7206|MetaCyc: PWY-7221|MetaCyc: PWY-7250|MetaCyc: PWY-7400|MetaCyc: PWY-7419|MetaCyc: PWY-7510|MetaCyc: PWY-7511|MetaCyc: PWY-7529|MetaCyc: PWY-7539|MetaCyc: PWY-7546|MetaCyc: PWY-7706|MetaCyc: PWY-7719|MetaCyc: PWY-7735|MetaCyc: PWY-7737|MetaCyc: PWY-7751|MetaCyc: PWY-7761|MetaCyc: PWY-7769|MetaCyc: PWY-7782|MetaCyc: PWY-7815|MetaCyc: PWY-7816|MetaCyc: PWY-7818|MetaCyc: PWY-7819|MetaCyc: PWY-7821|MetaCyc: PWY-7851|MetaCyc: PWY-7863|MetaCyc: PWY-7886|MetaCyc: PWY-7887|MetaCyc: PWY-7888|MetaCyc: PWY-7889|MetaCyc: PWY-7891|MetaCyc: PWY-7892|MetaCyc: PWY-7904|MetaCyc: PWY-8067|MetaCyc: PWY-8117|MetaCyc: PWY-8164|MetaCyc: PWY-8179|MetaCyc: PWY-8248|MetaCyc: PWY-8277|MetaCyc: PWY-8289|MetaCyc: PWY-8342|MetaCyc: PWY-8352|Reactome: R-BTA-196807|Reactome: R-BTA-5358493|Reactome: R-BTA-70635|Reactome: R-BTA-8963693|Reactome: R-CEL-1483191|Reactome: R-CEL-196807|Reactome: R-CEL-196843|Reactome: R-CEL-611105|Reactome: R-CEL-73817|Reactome: R-CEL-9748787|Reactome: R-DDI-1483213|Reactome: R-DDI-196807|Reactome: R-DDI-611105|Reactome: R-DDI-73817|Reactome: R-DDI-8963693|Reactome: R-DDI-9748787|Reactome: R-DME-196807|Reactome: R-DME-432395|Reactome: R-DME-432553|Reactome: R-DME-538864|Reactome: R-DRE-196807|Reactome: R-DRE-196843|Reactome: R-HSA-1483191|Reactome: R-HSA-1483213|Reactome: R-HSA-174362|Reactome: R-HSA-196783|Reactome: R-HSA-196807|Reactome: R-HSA-196843|Reactome: R-HSA-2408522|Reactome: R-HSA-2408550|Reactome: R-HSA-3560796|Reactome: R-HSA-379716|Reactome: R-HSA-379726|Reactome: R-HSA-380994|Reactome: R-HSA-400253|Reactome: R-HSA-5358493|Reactome: R-HSA-611105|Reactome: R-HSA-6782315|Reactome: R-HSA-6787450|Reactome: R-HSA-6802952|Reactome: R-HSA-70635|Reactome: R-HSA-73817|Reactome: R-HSA-8876725|Reactome: R-HSA-8963693|Reactome: R-HSA-9633012|Reactome: R-HSA-9648895|Reactome: R-HSA-9725370|Reactome: R-HSA-9748787|Reactome: R-MMU-1483191|Reactome: R-MMU-1483213|Reactome: R-MMU-174362|Reactome: R-MMU-196783|Reactome: R-MMU-196807|Reactome: R-MMU-196843|Reactome: R-MMU-5358493|Reactome: R-MMU-611105|Reactome: R-MMU-70635|Reactome: R-MMU-73817|Reactome: R-MMU-8876725|Reactome: R-MMU-8963693|Reactome: R-MMU-9748787|Reactome: R-MTU-879299|Reactome: R-MTU-936635|Reactome: R-MTU-936721|Reactome: R-RNO-1483191|Reactome: R-RNO-1483213|Reactome: R-RNO-196807|Reactome: R-RNO-5358493|Reactome: R-RNO-611105|Reactome: R-RNO-73817|Reactome: R-RNO-8876725|Reactome: R-RNO-8963693|Reactome: R-RNO-9748787|Reactome: R-SCE-1483191|Reactome: R-SCE-1483213|Reactome: R-SCE-196783|Reactome: R-SCE-196807|Reactome: R-SCE-196843|Reactome: R-SCE-5358493|Reactome: R-SCE-611105|Reactome: R-SCE-73817|Reactome: R-SCE-8963693|Reactome: R-SCE-9748787|Reactome: R-SPO-1483191|Reactome: R-SPO-1483213|Reactome: R-SPO-196783|Reactome: R-SPO-196807|Reactome: R-SPO-196843|Reactome: R-SPO-5358493|Reactome: R-SPO-611105|Reactome: R-SPO-73817|Reactome: R-SPO-8963693|Reactome: R-SPO-9748787|Reactome: R-SSC-196783|Reactome: R-SSC-611105|Reactome: R-SSC-8876725|Reactome: R-XTR-70635
2510411473_2510065086_Mesotoga_prima	1bbe4d1dd8447a01dc95dc50eb08db12	1047	Gene3D	G3DSA:3.30.720.200	-		876	938	1.20E-06	T	16-01-2023	-	-		
2510411473_2510065086_Mesotoga_prima	1bbe4d1dd8447a01dc95dc50eb08db12	1047	Gene3D	G3DSA:1.10.730.10	-		642	828	6.80E-56	T	16-01-2023	-	-		
